,회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,매출액증가율,재고자산증가율,자기자본증가율,순이익증가율,정상영업이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,당좌자산회전률,순운전자본회전률,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,직원감소율여부
4591,클라우드에어,36170,15-Dec,1.91,-21.42,-52.3,-4.73,-72.19,-86.2,7.88,0,0,17.2,-79.53,-27.11,1.64,6.86,-18.99,0.24,2.89,2.28,0.81,3.95,0.34,0.8,0.38,0.44,0.26,438.69,424.22,263.73,21.03,13.19,23.23,14.87,30.6,82.63,15.96,66.83,69.12,1272.5,0,19.07,17.37,3.3,4.27,53.36,252.84,44.26,1157.29,26.9,5.84,21.52,0
4592,클라우드에어,36170,16-Dec,3.84,-8.75,-5.74,-16.05,-14.14,-17.67,1.83,0,-22.31,29.11,3.41,0.95,1.51,6.21,0.83,0.24,11.21,3.83,1.1,41.54,0.28,1.9,0.37,0.38,0.31,1062.63,1028.24,621.56,8.45,4.34,45.64,13.93,82,92.21,4.7,61.53,63.59,882.29,0,6.49,7.79,3.24,3.57,57.6,0,0,0,36.07,8.11,31.75,0
4593,클라우드에어,36170,17-Dec,4.83,37.52,-6.41,57.98,-6.07,10.83,8.04,-241.9,34.96,29.12,-5.16,-1.29,1.8,8.92,-1.04,0.2,11.06,4.73,1.1,42.04,0.25,1.05,0.29,0.3,0.23,276.09,269.82,196.55,38.04,15.75,14.58,23.03,25.51,72.44,21.74,71.39,73.05,896.34,0,36.52,27.56,2.27,3.56,46.59,207.02,25.1,1391.89,17.19,2.63,15.07,0
4594,클라우드에어,36170,18-Dec,0.19,17.13,-4.02,22.22,-13.14,-4.96,9.94,0,-51.55,20.74,-16.22,-3.23,0.69,4.98,-2.26,0.14,9.37,4.99,1.01,37.89,0.2,0.47,0.19,0.19,0.13,247.26,242.9,165.22,47.07,23.98,7.04,17.42,9.39,67.99,35.27,74.88,76.22,622.85,0,45.34,32.01,1.77,2.96,45.39,0,0,0,25.63,3.21,24.84,0
4595,클라우드에어,36170,19-Dec,-0.01,-8.26,-3.84,-36.09,-6.41,3.13,16.54,0,-101.33,21.28,-102.11,-16.79,-0.01,-0.07,-12.89,0.13,8.86,5.64,0.98,34.86,0.16,0.54,0.19,0.2,0.15,507.3,492.85,163.88,15.78,7.99,12.31,12.72,20.99,86.37,9.25,51.58,53.09,613.37,98.33,12.12,13.63,2.85,3.55,42.63,0,0,0,-23.9,-3.14,-23.8,0
4596,클리오,237880,16-Dec,11.82,292.54,9.09,519.85,80.8,177.61,432.41,17.62,13.91,62.89,10.75,24.85,16.99,13.27,13.76,1.28,13.19,14.45,8.42,7.9,2.31,2.87,1.68,1.92,1.08,208.93,186.23,57.27,70.92,22,22.29,11.51,42.03,58.51,37.6,73.46,82.42,66.51,0,67.42,41.49,10.87,20.84,42.97,0,0,0,203.36,20.11,25.04,0
4597,클리오,237880,17-Dec,2.13,-3.35,14.41,-7.74,0.05,6.29,2.59,-61.88,-57.68,60.74,4.1,5.55,4.59,5.61,3.35,0.82,8.7,10.44,7.53,8.07,1.36,2.06,1.01,1.15,0.69,225.43,197.21,16.39,61.02,20.04,1.8,0.82,3.39,62.1,32.27,68.82,78.67,93.02,0,56.2,37.9,12.52,22.5,43.77,84.18,0,847.89,51.85,5.32,6.4,0
4598,클리오,237880,18-Dec,-0.35,-19.06,39.38,-35.85,-3.25,29.29,-2.45,-87.45,-114.49,56.38,0.53,0.7,-0.75,-0.84,0.47,0.89,7.12,9.87,5.71,10.66,1.31,2.76,1.25,1.51,0.89,298.79,223.41,22.64,33.6,9.55,63.92,16.18,168.41,74.85,12.75,46.62,62.36,126.88,0,27.88,25.15,25.23,37.92,41.49,0,0,0,155.69,19.86,19.99,0
4599,클리오,237880,19-Dec,16.75,25.5,17.67,19.63,33.62,-20.02,2.95,195.48,0,54.6,1.18,2.05,8.75,7.43,1.38,1.18,9.38,11.04,6.02,13.16,1.75,3.61,1.94,2.44,1.34,184.65,153.5,33.78,62.87,12.27,55.84,20.38,175.64,61.4,19.99,49.41,59.44,113.82,77.57,52.43,38.6,16.87,36.8,27.25,0,0,0,90.56,17.22,16.28,0
4600,키다리스튜디오,20120,11-Dec,-4,-19.97,17.82,-24.77,-35.09,-4.27,4.84,0,0,23.53,-41.75,-33.57,-11.54,-31.21,-15.44,0.37,2.18,1.3,5.69,8.71,0.8,0.68,0.45,0.57,0.28,174.84,133.71,30.15,88.9,29.79,-34.62,-39.17,-54.68,52.94,56.28,60.59,79.23,447.74,0,85.6,47.06,23.52,54.96,33.91,15.03,0,190,134.67,10.65,25.61,0
4601,키다리스튜디오,20120,12-Dec,-15.24,173.7,13.48,122.26,120.05,-21.67,178.21,0,0,21.5,-33.02,-30.18,-18.14,-37.04,-16.17,0.49,5.51,2.48,10.84,10.75,0.91,1.06,0.72,0.82,0.48,214.33,196.56,40.6,85.84,23.63,-8.62,-11.91,-16.85,53.81,43.9,59.01,64.34,421.96,53.93,55.79,46.19,8.29,15.54,34.32,11.74,0,357.94,-23.69,-0.78,-2.32,1
4602,키다리스튜디오,20120,13-Dec,3.38,1.64,-31.76,-23.11,140.89,15.03,1.65,0,0,28.92,3.09,4.58,3.69,4.62,2.47,0.8,14.05,4.7,29.2,18.43,1.48,1.73,1.42,1.57,0.92,158.51,138.85,35.95,85.83,24.24,0.64,0.37,1.22,53.81,45.05,42.63,48.67,372.73,58.28,57.05,46.19,12.4,33.6,17.96,10.28,0,466.91,899.19,19.79,24.98,0
4603,키다리스튜디오,20120,14-Dec,7.88,0,0,0,0,0,0,0,0,32.76,17.26,16.95,5.21,8.83,10.18,0.59,7.6,3.15,57.83,5.94,0.98,1.48,1.16,1.37,0.67,136.05,115.21,39.71,66.04,11.06,15.67,10.57,56.36,60.23,18.36,42.9,50.66,188.69,88.08,61.83,39.77,15.31,57.8,13.42,5.33,0,513.96,1890.7,19.27,32.69,0
4604,키다리스튜디오,20120,15-Dec,6.27,0,0,0,0,0,0,0,0,27.15,30.49,29.24,1.13,1.69,20.4,0.67,23.22,3.04,61.19,11.69,0.93,2.37,1.59,1.71,0.98,161.95,150.85,25.43,39.39,4.14,-12.16,-5.13,-83,71.74,5.77,39.16,42.05,384.25,71.44,36.19,28.26,6.86,17.92,16.08,2.79,0,609.71,5811.83,34.37,51.35,0
4605,키다리스튜디오,20120,16-Dec,3.32,-50.52,-3.17,-21.54,8.44,0,-47.46,0,-76.76,13.06,-24.65,-25.56,0.72,0.93,-19.24,0.78,41.43,4.21,108.91,16.12,1.04,3.16,1.75,1.83,1.16,280.99,280.99,41.7,27.64,8.46,-47.54,-8.73,-121.67,78.34,10.8,59.13,59.13,360.72,0,26.86,21.66,0,0,38.09,5.43,0,510.01,2953.86,31.46,26.69,0
4606,키다리스튜디오,20120,17-Dec,-10.91,0,0,0,0,0,0,0,0,22.83,-15.85,-13.59,-2.18,-3.47,-9.98,0.63,0,15.23,80.38,40.75,0.87,2.3,1.18,1.18,0.78,198.08,198.08,35.27,37.66,12.34,-1.03,-0.45,-2.28,72.65,16.98,53.48,53.48,267.5,0,37.16,27.35,0,0,26.48,0,0,0,851.8,6.67,10.6,0
4607,키다리스튜디오,20120,18-Dec,43.62,-2.96,4.46,-29.88,64.85,0,-3.09,0,0,25.43,0.77,0.9,1.41,1.36,0.8,1.03,0,25.81,123.34,58.56,1.17,9.11,2.25,2.25,1.82,362.82,362.82,44.44,12.88,0,-19.84,-2.16,0,88.59,0,38.38,38.38,290.02,0,11.94,11.41,0,0,27.8,0,0,0,1535.45,13.35,12.72,1
4608,키다리스튜디오,20120,19-Dec,1.87,0,0,0,0,0,0,0,0,32.17,8.5,13.1,1.67,2.63,5.42,0.64,0,15.81,115.64,61.18,1.28,1.27,1.2,1.2,0.88,271.78,271.78,132.59,100.17,30.1,3.69,2.9,6.14,49.96,60.25,53.05,53.05,386.89,25.34,39.08,50.04,0,0,33.53,2.25,0,405.73,3461.24,19.07,29.93,0
4609,키이스트,54780,11-Dec,103.74,-0.99,18.95,-2.97,22.06,198.34,13,0,0,17.11,6.87,13.31,9.74,8.25,8.11,1.18,544.25,9.36,23.88,9.69,1.94,3.02,1.91,1.91,1.18,179.72,178.77,34.92,53.93,0,14.64,4.32,0,64.97,0,60.93,61.26,99.71,0,52.46,35.03,0.53,1.2,27.17,21.62,3.1,400.72,411.68,22.21,18.73,0
4610,키이스트,54780,12-Dec,103.74,0,0,0,0,0,0,0,0,18.62,10.62,15,4.19,9.11,4.88,0.46,35.72,3.99,19.34,4.1,0.74,1.21,0.62,0.63,0.42,199.51,196.03,45.75,61.04,1.73,16.02,13.22,350.29,62.1,2.79,72.38,73.67,102.65,0,59.46,37.9,1.75,3.5,36.74,20.67,2.2,605.91,419.58,9.97,21.69,0
4611,키이스트,54780,13-Dec,-172.18,0,0,0,0,0,0,0,0,7.26,-9.53,-13.43,-10.69,-8.01,-12.72,1.33,750.97,11.44,35.2,12.17,2.09,3.69,1.93,1.94,1.28,195.75,195.25,80.97,56.75,0,44.86,12.17,0,63.8,0,68.96,69.14,106.35,0,55.37,36.2,0.26,0.53,33.82,29.8,4.82,787.32,127.46,4.83,3.62,0
4612,키이스트,54780,14-Dec,103.74,62.05,4.75,27.87,27.91,41.69,108.79,0,0,22.37,7.49,18.45,11.57,8.88,9.76,1.3,794.86,14.27,43.98,13.13,1.9,4.16,2.17,2.17,1.47,220.88,220.25,67.19,39.44,1.95,31.11,8.35,450.62,71.71,2.72,54.4,54.56,81.55,50.42,34.44,28.29,0.28,0.52,29.86,31.08,2.68,1136.33,1097.99,26.91,25.54,0
4613,키이스트,54780,15-Dec,67.87,14.01,20.41,21.59,19.49,-50.14,16.91,-36.23,-3.66,20.86,5.68,8.02,8.42,7.16,6.69,1.18,1081.1,14.32,46.61,14.28,1.61,4.38,2.08,2.09,1.47,262.65,262.35,83.66,34.33,0.96,39.16,9.07,1041.51,74.44,1.29,58.12,58.18,119.84,0,29.76,25.56,0.12,0.19,36.03,37.28,0.13,1289.02,751.53,19.45,17.62,0
4614,키이스트,54780,16-Dec,-3.92,15.1,37.74,17,-12.17,-39.16,3.34,-278.78,-104.13,15.92,-7.38,-13.09,-0.3,-0.34,-6.66,0.9,1774.32,11.42,31.52,10.8,1.22,3.49,1.54,1.54,1.11,260.64,260.48,91.74,35.26,0.89,38.32,11.86,1124.43,73.93,1.2,59.1,59.14,77.09,0,30.69,26.07,0.06,0.1,36.45,0,0,0,202.04,6.18,7.34,0
4615,키이스트,54780,17-Dec,14.39,-3.94,10.47,-2.47,13.86,-70.53,-4.4,0,0,16.11,0.15,-2.22,0.91,0.93,0.15,0.98,4124.96,15.19,29.43,11.15,1.32,3.75,1.64,1.64,1.18,255,254.95,134.41,35.4,0.98,78.7,20.61,2091.71,73.85,1.33,60.03,60.04,69.06,0,31.88,26.15,0.02,0.03,36.5,0,0,0,359.32,12.67,12.68,0
4616,키이스트,54780,18-Dec,-16.12,-3.54,-15.36,-20.72,-2.29,1586.2,5.87,0,-345.29,14.74,-8.13,-16.51,-2.31,-2.33,-8.07,0.99,991.19,19.05,29.67,13.88,1.34,3.87,1.81,1.82,1.28,225.03,224.15,88.55,33.52,0,108.59,26.96,0,74.89,0,49.15,49.34,78.31,0,29.28,25.11,0.39,0.7,27.42,0,0,0,148.78,4.65,4.6,0
4617,키이스트,54780,19-Dec,-4.99,5.65,2.9,19.7,-3.36,-86.66,-15.02,0,0,14.31,-10.69,-17.44,-1.45,-1.52,-10.16,0.95,895.2,20.05,30.83,14.25,1.38,3.03,1.8,1.81,1.29,282.99,282.87,60.66,59.32,13.72,55.43,22.31,150.45,62.77,21.86,55.88,55.91,65.53,9.94,31.47,37.23,0.04,0.07,36.15,0,0,0,879.02,26.75,28.92,0
4618,탑코미디어,134580,13-Dec,557.65,14.67,-28.48,14.8,-21.5,32.23,33.35,-39.33,-42.95,31.03,6.93,13.2,10.46,7.42,9.77,1.41,10.55,3.66,142.08,13.82,1.9,5.43,1.47,1.7,1.21,630.23,536.97,280.62,26.29,0.93,39.83,6.28,890.93,79.18,1.18,82.01,96.25,376.89,0,19.29,20.82,14.8,17.59,80.98,5.49,3.58,730.59,2582.98,20.01,15.16,0
4619,탑코미디어,134580,14-Dec,1304.71,27.19,25.96,26.67,30.59,158.87,8.04,-20.5,-17.47,25.14,4.22,8.83,7.12,4.69,6.4,1.52,6.74,3.47,196.93,8.36,2.09,5.52,1.58,2.06,1.27,317.97,221.82,41.24,48.67,0,-24.12,-5.83,0,67.27,0,66.87,95.86,202.76,0,44.82,32.73,30.24,44.11,65.71,6.24,3.77,839.32,690.44,5.3,3.91,0
4620,탑코미디어,134580,15-Dec,1304.71,-10.01,745.26,-17.75,16.45,-46.58,8.92,38.34,6.19,24.11,5.01,11.26,7.11,4.28,8.32,1.66,7.09,3.83,43.52,9.28,2.25,6.38,1.81,2.42,1.44,524.9,421.81,198.68,22.82,0,23.1,2.45,0,81.42,0,70.41,87.62,358.92,0,20.5,18.58,19.64,24.26,70.93,51.42,3.26,712.41,133.81,9.64,5.5,0
4621,탑코미디어,134580,16-Dec,-445.61,-7.44,4.52,-9.12,-28.25,11.79,-16.56,-222.28,-257.74,19.19,-8.63,-14.39,-12.29,-9.41,-11.28,1.31,6.9,3.4,17.07,10.19,1.68,5.85,1.5,1.92,1.21,329.44,249.84,79.44,35.87,0,39.01,7.58,0,73.6,0,65.24,86.02,261.32,0,35.48,26.4,24.16,34.69,59.91,0,0,0,-171.53,-13.96,-10.27,0
4622,탑코미디어,134580,17-Dec,-445.61,-34.48,-10.51,-33.75,-39.18,27.3,-34.15,0,0,16.41,-22.33,-30.23,-23.02,-23.05,-22.3,1,3.5,2.87,10.72,7.45,1.36,3.79,1.16,1.73,0.89,336.66,180.38,80.32,35.58,0,-58.14,-12.09,0,73.76,0,46.61,86.98,255.32,0,35.03,26.24,46.42,66.04,61.15,0,0,0,-139.37,-15.49,-12.28,0
4623,탑코미디어,134580,18-Dec,1304.71,3.68,-98.43,18.59,-5.41,-34.17,5.2,0,0,21.82,3.29,5.2,4.06,3.47,3.86,1.17,3.56,3,21.15,9.54,1.58,4.56,1.26,1.94,0.99,396.47,294.3,65.75,33.64,0,-58.02,-12.69,0,74.83,0,73.85,99.49,353.13,0,33.53,25.17,25.77,34.46,74.39,0,0,0,8646.91,14.53,12.62,0
4624,탑코미디어,134580,19-Dec,-445.61,-23.56,-59.59,-23.28,-27.13,-10.37,-15.11,0,0,19.74,-13.34,-16.19,-13.12,-13.8,-12.68,0.95,3.45,1.89,719.97,9.44,1.21,4.38,0.96,1.33,0.79,587.45,409.26,122.9,20.48,0.51,-63.36,-9.82,-2100.09,83,0.62,69.05,99.11,1439.92,0,20.33,17,30.33,36.56,82.24,0,0,0,-1432.72,-1.26,-1.15,0
4625,태양,53620,11-Dec,53.64,1.29,4.88,-4.25,8.31,29.5,6.86,-32.32,-27.34,11.62,4.59,7.41,6.42,5.45,5.41,1.18,18.42,7.87,2.63,7.79,1.61,4.36,2.68,3.14,1.76,198.26,164.92,28.83,33.47,1.55,32.52,6.96,527.27,74.92,2.06,35.49,42.67,100.59,98.6,28.72,25.08,16.81,33.93,21.15,253.88,37.13,558.6,38.54,16.82,14.37,0
4626,태양,53620,12-Dec,83.92,8.33,6.44,12.82,10.47,0.52,6.35,0.98,-16.06,10.35,4.19,7.02,5.14,4.14,5.21,1.24,17.98,8.43,2.75,7.9,1.67,4.8,2.85,3.39,1.88,191.05,162.43,31.13,36.15,1.37,25.84,5.75,499.36,73.45,1.87,37.78,44.44,88.28,97.36,31.67,26.55,14.98,31.43,21.18,240.31,47.64,527.39,36.03,15.78,13.22,0
4627,태양,53620,13-Dec,158.62,3.63,-0.68,8.26,10.58,7.72,6.33,2.57,20.5,10.63,3.89,6.78,5.85,4.51,5.04,1.3,19.1,8.59,2.96,7.95,1.74,5.07,2.85,3.35,1.92,221.6,188.57,45.61,32.69,0.65,22.21,4.29,841.87,75.36,0.86,39.5,46.42,96.96,2,27.8,24.64,14.91,27.17,25.47,234.51,50.2,523.41,38.67,16.56,13,0
4628,태양,53620,14-Dec,381.73,1.54,-2.7,6.15,-0.06,15.99,5.63,-5.53,-4.8,10.88,3.68,6.04,5.43,4.3,4.64,1.26,17.04,8.66,3.01,8.85,1.64,5.47,2.66,3.15,1.89,272.55,228.16,93.16,27.56,0.63,17.07,2.94,588,78.4,0.8,40.62,48.53,108.47,1.97,22.71,21.6,16.29,25.73,30.72,220.51,44.08,512.18,36.08,14.79,11.8,0
4629,태양,53620,15-Dec,7.2,16.37,65.09,-22.83,-29.73,-23.97,2.68,-56.5,-81.78,8.96,2.28,2.52,0.91,1.11,1.85,0.81,12.67,6.84,1.62,8.01,1.11,3.07,2.05,2.45,1.4,166.55,139.82,67.72,44.56,6.39,25.04,10.19,120.81,69.17,9.24,27.02,32.18,129.29,0.1,27.93,30.83,16.05,40.16,12.86,374.14,125.17,624.11,22.42,12.83,16.95,0
4630,태양,53620,16-Dec,64.05,0.41,-3.59,10.76,1.82,-19.29,9.5,288.06,1045.35,20.97,8.67,9.23,9.64,12.53,6.67,0.77,16.52,7.97,1.35,10.13,1.06,2.78,2.27,2.64,1.52,243.7,215.2,132.8,32.56,6.3,35.68,11.41,139.05,75.44,8.36,31.35,35.5,124.91,15.35,19.31,24.56,11.69,19.83,20.93,0,0,0,35.83,20.03,26.08,0
4631,태양,53620,17-Dec,57.64,-2.46,-8.36,7.39,6.35,1.88,3.56,-45.95,-24.23,16.97,4.41,4.69,7.38,8.93,3.64,0.83,19.49,8.88,1.52,11.38,1.06,3.71,2.22,2.5,1.64,332.55,295.65,189.63,24.85,5.47,29.86,7.1,108.63,80.1,6.83,34.75,39.08,131.63,34.32,14.67,19.9,11.1,15.87,27.33,0,0,0,31.53,15.59,18.63,0
4632,태양,53620,18-Dec,-12.86,-2.11,5.85,-13.6,-13.23,10.53,0.69,-73.47,-110.18,10.18,1.35,1.22,-0.77,-1.05,0.99,0.73,15.91,8.03,1.34,10.45,0.9,3.91,1.99,2.28,1.52,301.07,258.33,116.14,21.38,3.67,26.17,6.21,125.55,82.39,4.46,29.6,34.5,128.58,55.68,13.91,17.61,14.19,21.25,23.04,0,0,0,24.07,13.6,18.33,0
4633,태양,53620,19-Dec,46.4,1.87,-3.77,11.8,3.73,-21.93,4.45,299.84,0,15.11,5.19,4.75,3.79,4.97,3.96,0.76,17.66,9.43,1.38,11.58,0.91,4.61,2.11,2.39,1.61,345.2,310.98,133.94,18.38,1.87,42.58,8.75,352.85,84.47,2.22,34.11,37.86,116.45,73.27,12.98,15.53,9.91,13.95,26.89,0,0,0,31.73,16.83,22.27,0
4634,태영건설,9410,11-Dec,3.05,11.91,27.39,2.58,29.22,-34.44,1.42,52.49,35.76,11.98,2.7,4.15,4.49,5.49,2.21,0.82,13.52,31.22,3.18,68.66,2.01,1.38,1.83,2.11,1.06,134.82,120.57,19.69,154.83,23.59,8.68,6.8,22.35,39.24,60.12,38.42,42.96,235.54,32.79,81.21,60.76,10.57,40.93,11.1,302.95,0,1551.66,53.94,13.68,17.65,0
4635,태영건설,9410,12-Dec,2.33,2.65,14.02,-6.79,0.24,-7.11,6.56,82.54,-15.06,12.6,3.83,7.29,3.57,4.65,2.93,0.77,17.74,30.12,2.66,89.74,1.91,1.28,1.87,2.09,1.04,116.43,104.17,20.82,144.45,20.47,12,9.37,34.64,40.91,50.03,34.9,39.01,432.37,41.95,81.91,59.09,10.53,74.65,5.51,283.17,0,1487.69,51.98,14.73,19.46,0
4636,태영건설,9410,13-Dec,2.48,-0.67,0.62,-3.25,-4.44,-20.81,1.1,-80.41,-15.29,12.38,1.77,1.38,2.99,4.12,1.28,0.73,19.64,22.58,2.38,97.53,1.75,1.24,1.88,2.08,1.04,130.25,119.02,27.05,137.09,20.63,8.08,6.42,22.65,42.18,48.92,34.72,38,431.82,31.92,69.17,57.82,8.62,37.12,8.83,315.55,0,1584.71,44.37,13.23,18.17,0
4637,태영건설,9410,14-Dec,0.48,-3.85,3.5,-6.64,-14,-21.56,-4.79,0,-79.67,10.38,-3.07,-8.16,0.62,0.97,-1.96,0.64,21.42,13.8,2,49.49,1.5,1.11,1.7,1.85,0.99,151.49,140.51,40.23,133.45,22.73,2.1,1.85,5.29,42.84,53.07,34.22,36.9,314.41,30.08,56.86,57.16,7.24,21.32,12.54,94.16,0,1511.37,33.15,10.55,16.21,0
4638,태영건설,9410,15-Dec,1.34,4.59,2.15,10.96,0.45,59.36,2.05,0,211.19,11.37,0.88,0.18,1.93,3.02,0.56,0.64,18.87,11.89,1.96,47.32,1.51,1.11,1.68,1.85,0.95,116.5,104.38,31.99,138.21,25.11,1.8,1.67,4.16,41.98,59.82,35.07,39.14,519.63,42.35,80.04,58.02,10.4,73.47,5.54,100.93,0,1594.56,44.24,13.28,21.24,0
4639,태영건설,9410,16-Dec,2.87,15.87,-0.45,43.59,9.33,320.53,-2.47,-90.14,70.76,13.01,0.09,0.02,2.99,4.71,0.06,0.63,6.45,13.04,2.12,63.94,1.63,1.04,1.43,1.84,0.78,122.17,84.95,24.46,176.63,29.44,-1.05,-1.13,-2.27,36.15,81.44,33.72,48.5,460.66,46.34,109.82,63.85,30.47,167.9,8.8,94.43,0,1480.57,41.91,11.1,18.8,0
4640,태영건설,9410,17-Dec,8.46,36.19,16.15,55.85,58.62,123.24,15.68,59514.41,220.53,16.31,3.77,10.12,7.55,9.53,2.99,0.79,3.92,22.64,3.12,91.34,2.42,1.18,1.51,2.45,0.84,128.02,72.14,18.24,231.06,32.49,-1.18,-1.2,-2.54,30.21,107.55,31.28,55.5,357.15,45.12,143.53,69.79,43.65,199.41,12.15,79.49,0.03,1495.82,62.24,13.19,19.19,0
4641,태영건설,9410,18-Dec,11.9,4.35,-8.03,5.81,17.88,-18.01,6,109.79,48.98,17.51,6.34,19.21,9.55,12.04,5.03,0.79,3.68,27.41,3.56,100.76,2.64,1.13,1.42,2.31,0.82,147.93,97.9,17.56,234.52,34.86,2.04,1.84,4.11,29.89,116.62,37.25,56.28,378.67,31.57,127.27,70.11,33.82,104.38,18.24,0,0,0,83.03,16.3,20.99,0
4642,태영건설,9410,19-Dec,9.5,19.31,2.85,26.43,1.92,4.41,13.88,-51.98,-15.6,16.81,2.54,8.38,7.2,9.97,1.83,0.72,4.07,29.2,3.74,101.33,2.57,1,1.24,1.79,0.72,133.74,96.39,19.17,276.48,39.31,1.74,1.92,3.24,26.56,147.98,42.98,59.64,318.1,51.83,167.89,73.44,27.93,110.71,15.05,0,0,0,83.13,13.8,20.8,0
4643,태웅,44490,11-Dec,12.14,26.89,-2.6,45.87,44.07,20.51,5.35,-43.3,-43.22,11.25,3.21,3.47,2.87,4.04,2.28,0.71,2.9,4.82,2.01,6.96,1.08,2.08,1.17,1.96,0.86,283.87,178.42,19.7,65.84,22.25,8.42,5.25,15.01,60.3,36.91,40.61,64.62,122.5,41.9,37.75,39.7,37.15,57.35,41.85,870.05,387.56,2918.84,18.68,5.57,8.76,0
4644,태웅,44490,12-Dec,1.56,-12.13,-4.24,-16.78,-12.31,-30.73,1.77,-46.11,-47.04,9.88,1.97,1.81,1.45,2.44,1.17,0.59,2.74,4.64,1.82,6.27,0.92,1.68,0.94,1.43,0.69,249.33,172.24,7.87,43.19,15.67,25.97,12.35,50.01,69.83,22.43,42.27,61.2,156.67,92.59,35.15,30.17,30.92,51.63,36.65,852.17,372.73,2564.82,16.83,5.59,8.81,0
4645,태웅,44490,13-Dec,0.72,-2.25,-0.76,-3.31,-2.7,-2.18,8.28,-28.67,-1.16,9.74,1.44,1.23,1.55,2.48,0.9,0.62,3.3,4.28,1.82,6.58,0.85,2.36,1.03,1.49,0.76,339.66,233.41,9.42,29.27,4.83,27.37,9.81,128.45,77.36,6.24,41.59,60.53,151.93,86.13,23.04,22.64,31.28,44.34,42.71,780.9,332.32,2352.71,18.12,6.01,9.52,0
4646,태웅,44490,14-Dec,10.47,17.67,57.38,-3.66,0.34,-25.15,14.46,17.99,-18.28,9.79,1.7,1.3,1.18,2.02,0.99,0.58,3.83,3.61,1.42,6.39,0.76,2.45,1.07,1.48,0.8,280.18,212.09,28.43,32.89,6.43,9.83,4.52,37.81,75.25,8.55,37.51,49.56,212.35,80.88,23.51,24.75,24.3,37.79,31.87,1041.22,293.76,2748.51,10.21,3.87,7.18,0
4647,태웅,44490,15-Dec,16.08,12.57,41.08,-13.04,-11.23,-18.65,1.22,11.52,-26.7,12.51,2.13,1.35,0.75,1.67,0.96,0.45,4.38,3.33,0.86,7.38,0.63,1.56,1.03,1.35,0.75,250.83,193.81,34.79,47.8,12.84,11.59,8.82,29.19,67.66,18.98,29.58,38.28,232.76,5.77,22.56,32.34,22.73,37.81,23.02,845.07,217.08,2606.54,11.67,3.78,8.91,0
4648,태웅,44490,16-Dec,10.08,13.57,22.97,0.56,-11.87,14.8,8.98,79.21,112.46,16.29,4.34,2.3,1.41,4.02,1.52,0.35,4,3.65,0.58,8.06,0.53,1.04,0.98,1.29,0.73,358.22,265.25,68.72,54.02,21.46,12.49,13.29,20.41,64.93,33.05,25.1,33.9,205.47,1.37,14.58,35.07,25.95,36,24.44,0,0,0,8.02,4.91,14.89,1
4649,태웅,44490,17-Dec,-0.66,2.53,-3.18,12.88,-5.47,14.86,-0.87,0,0,11.06,-1.96,-0.94,-0.44,-1.43,-0.6,0.31,3.3,3.83,0.5,8.94,0.48,0.85,0.86,1.17,0.7,505.02,371.65,51.82,59.3,26.1,7.15,8.76,10.2,62.77,41.57,27.47,37.32,262.81,1.99,11.77,37.23,26.41,32.93,29.93,1204.58,502.31,2091.06,9.1,5.24,17.25,0
4650,태웅,44490,18-Dec,-4.38,2.9,-1.26,7.82,-4.87,71.23,-4.1,0,0,1.24,-11.28,-5.31,-3.15,-11.06,-3.22,0.28,2.16,3.17,0.49,7.48,0.47,0.72,0.75,1.14,0.57,236.49,137.31,6.44,70.93,27.93,-7.61,-11.24,-11.3,58.5,47.75,22.7,39.1,215.03,29,28.26,41.5,41.94,72.67,22.57,0,0,0,5.68,3.08,10.97,0
4651,태웅,44490,19-Dec,-3.67,-3.62,-4.27,-1.74,29.18,-10.24,-5.76,0,0,1.94,-9.04,-5.77,-2.97,-8.02,-3.34,0.37,2.33,3.46,0.65,8.6,0.64,0.88,0.94,1.56,0.68,296.3,182.79,14.36,74.81,28.71,-8.06,-9.16,-12.02,57.21,50.18,24.6,39.87,283.81,19.31,23.52,42.79,38.31,57.83,26.41,1120.38,477.13,2014.81,6.2,3.45,9.16,0
4652,테라젠이텍스,66700,11-Dec,-2.78,-5.1,5.17,-7.89,19.16,-35.05,12.48,0,0,21.56,-5.25,-10.86,-3.96,-4.23,-4.91,0.94,6.55,2.39,3.53,5.04,1.81,1.94,1.49,1.92,0.92,170.18,138.45,10.66,78.36,20.36,-4.26,-1.95,-9.19,56.07,36.31,50.4,61.95,250.4,83.64,64.93,43.93,18.64,45.21,25.55,140.81,20.61,426.51,34.42,9.5,9.89,0
