,회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,매출액증가율,재고자산증가율,자기자본증가율,순이익증가율,정상영업이익증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본정상영업이익율,매출액정상영업이익율,총자본순이익율,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,당좌자산회전률,순운전자본회전률,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,차입금비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,단기차입금_대_총차입금비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,직원감소율여부
1111,멕아이씨에스,58110,19-Dec,-0.16,1.68,2.15,-0.59,47.39,-3.7,-20.36,0,0,43.01,-13.13,-31.4,-0.86,-1.64,-6.85,0.52,3.36,4.08,0.96,10.14,2.66,0.65,1.57,2.93,0.73,74.92,40.6,5.54,493.19,67.5,-5.78,-9.29,-7.12,16.86,400.43,17.86,32.95,277.78,45.91,260.91,83.14,45.81,0,-11.03,0,0,0,41.32,22.37,43.22,0
1112,멜파스,96640,11-Dec,37.14,18.87,47.73,-6.81,1.79,160.21,5.52,-58.32,-61.26,14.33,5.82,10.89,7.67,5.69,7.85,1.35,8.9,7.71,3.26,8.21,1.87,4.83,2.86,4.2,1.8,132.07,68.61,11.62,46.75,12,31.47,8.07,83.59,68.14,17.6,21.8,41.96,90.09,99.29,46.63,31.86,48.05,197.86,10.19,261.82,81,661.26,47.2,18.69,15.05,0
1113,멜파스,96640,12-Dec,13.41,63.64,16.8,138.83,49.57,106.83,13.87,-6.79,63.54,13.44,3.63,9.24,8.77,6.22,5.11,1.41,6.01,8.18,3.77,6.38,2.55,3.15,2.61,4.63,1.43,116.55,68.06,20.25,110.9,22.87,1.38,0.64,3.17,47.42,48.24,35.76,61.25,73.08,99.95,110.82,52.58,41.61,292.99,8.7,309.66,129.46,1092.61,49.49,14.03,12.36,0
1114,멜파스,96640,13-Dec,0.88,-4.29,1.52,-13.07,107.24,-2.43,-8.67,0,-86.62,4.34,-2.02,-10.5,0.97,0.4,-4.87,2.4,9.35,15.54,7.2,10.09,5.19,4.48,4.11,7.34,2.21,115.74,61.68,26.13,121.03,30.33,4.47,1,8.06,45.24,67.04,29.64,55.62,55.09,78.34,106.23,54.76,46.7,343.43,7.56,365.17,119.31,1066.49,18.27,6.26,2.55,0
1115,멜파스,96640,14-Dec,-6.56,-32.48,-31.86,-45.36,-65.77,-51.57,-18.88,0,0,1.64,-10.13,-20.81,-7.93,-7.89,-10.18,1,4.36,10.48,2.91,6.25,2.05,1.97,1.96,3.55,1.02,99.11,58.08,32.85,83.97,36.83,14.44,5.29,17.9,54.36,67.75,26.38,45.01,80.3,99.38,83.55,45.64,41.4,0,-0.4,333.59,64.53,987.28,-0.23,-0.08,-0.06,0
1116,멜파스,96640,15-Dec,-4.57,-29.36,-24.92,-41.72,-47.09,-29.22,-35.72,0,0,6.37,-27.7,-40.91,-6.6,-8.54,-21.41,0.77,4.14,12.97,2.17,12.06,1.48,1.62,1.85,3.34,0.92,98.86,49.15,13.07,102.17,43.45,6.15,3.33,7.15,49.46,87.84,18.46,37.13,117.54,70.14,75.94,50.54,50.28,0,-0.43,310.76,30.78,842.25,-35.79,-13.2,-14.15,0
1117,멜파스,96640,16-Dec,0.48,-1.13,-11.96,-9.13,-42.07,-15.36,24.41,0,0,23.58,1.61,1.57,0.62,1.15,0.88,0.54,3.14,8.07,1.56,10.56,0.97,1.23,1.53,2.97,0.81,138.54,73.66,7.88,60.67,31.55,0.57,0.39,0.68,62.24,50.69,18.14,34.13,144.96,58.4,39.58,37.76,46.83,168.36,9.49,272.57,8.48,832.71,29.16,9.54,17.45,0
1118,멜파스,96640,17-Dec,-16.5,-21,-47.67,-20.08,-32.98,-80.23,-27.11,0,0,-19.73,-56.48,-38.47,-20.31,-49.6,-23.13,0.41,3.83,7.12,1.46,8.53,0.68,1.03,1.19,1.73,0.61,81.27,71.86,2.62,74.14,36.55,-2.95,-2.7,-3.43,57.43,63.64,30.53,34.52,84.56,0,73.98,42.57,11.58,0,-7.96,0,0,0,-86.28,-18.6,-40.1,0
1119,멜파스,96640,18-Dec,-5.44,-29.11,-17.08,-65.23,-9.05,-47.32,-45.35,0,0,-2.28,-60.84,-57.8,-12.64,-25.6,-30.04,0.49,13.82,10.78,2.12,8.18,0.95,1.03,1.81,2.09,0.66,30.44,25.1,9.86,125.88,38.77,-15.52,-14.54,-22.31,44.27,87.58,13.96,16.93,69.21,0,125.65,55.73,17.55,0,-38.69,355.13,0.38,1399.1,-38.41,-9.75,-16.38,0
1120,멜파스,96640,19-Dec,0.99,0,0,0,0,0,0,0,0,16.15,-15.48,-39.09,5.03,5.28,-14.75,0.95,10.05,16.8,4.25,7.45,2.52,1.53,4.32,7.57,1.13,35.64,20.33,5.69,165,38.78,-0.17,-0.11,-0.27,37.74,102.77,12.59,22.07,44.32,0,164.09,62.26,42.95,0,-39.85,0,0,0,-16.14,-3.6,-3.78,0
1121,모나리자,12690,11-Dec,20.63,-4.62,24.43,-25.96,3.72,3.15,8.32,-16.63,65.85,23.06,4.37,13.58,11.71,5.84,8.77,2.01,15.38,8.33,4.03,16.59,3.11,5.66,4.38,6.13,2.52,127.93,84.44,9.6,45.41,9.53,48.59,7.38,159.27,68.77,13.85,26.34,39.91,177.68,0,45.36,31.23,34,155.73,8.71,157.87,29.95,366.26,27.87,12.01,5.85,0
1122,모나리자,12690,12-Dec,69.4,7.8,2.74,20.78,8.91,24.04,19.68,76.14,60.27,25.18,7.07,20.94,18.5,8.59,15.22,2.15,14.73,9.09,3.91,20.35,2.96,7.89,5.08,7.76,3.11,196.72,128.04,17.55,30.97,3.85,58.3,6.64,357.89,76.36,5.04,29.1,44.71,290.93,0,29.77,23.64,34.91,71.01,21.98,189.96,62.7,363.41,35.56,18.59,8.95,0
1123,모나리자,12690,13-Dec,67.58,8.66,12.83,3.71,-2.21,-27.95,11.52,-36.74,-24.42,24.22,4.57,11.49,12.92,6.64,8.9,1.95,15.12,8.37,3.54,22.05,2.51,8.61,4.46,6.32,2.98,207.57,157.23,21.05,27.61,0.72,74.06,8.57,2226.98,78.37,0.92,32.32,42.67,241.04,0,26.23,21.63,24.25,46.8,22.12,217.09,87.57,397.14,18.65,10.2,5.46,0
1124,모나리자,12690,14-Dec,411.21,7.9,-4.94,25.01,-3.89,-20.34,10.44,-4.21,-2.31,24.15,4.56,9.92,11.65,6.75,7.87,1.73,19.32,8.42,3.29,38.7,2.18,8.36,3.74,4.64,2.61,253.41,214.25,82.51,24.67,0.67,90.67,10.78,2690.96,80.21,0.83,41.8,49.44,0,0,24.32,19.79,15.46,25.53,29.93,210.19,99.54,430.98,58.98,28.76,17.28,0
1125,모나리자,12690,15-Dec,386.96,4.95,1.29,8.04,0.13,29.14,8.08,-14.5,-25.88,23.52,3.89,7.77,8.12,4.99,6.33,1.63,19.04,9.27,3.36,0,2,8.76,3.24,3.91,2.37,294.95,240.46,69.53,21.05,0.64,69.99,7.67,1915.95,82.61,0.77,41.49,50.9,0,0,20.89,17.39,18.47,27.95,33.64,207.19,95.36,454.92,56.19,25.59,16.12,0
1126,모나리자,12690,16-Dec,595.55,2.36,0.05,4.61,-2.86,6.25,5.55,11.85,21.3,25.31,4.48,8.14,9.51,6.24,6.83,1.52,15.91,9.2,3.24,0,1.82,9.47,2.96,3.64,2.26,351.37,285.44,124.67,17.4,0.62,53.15,5.23,1269.04,85.18,0.73,42.26,52.02,0,0,17.38,14.82,18.76,26.23,37.21,0,0,0,59.92,27.74,18.41,0
1127,모나리자,12690,17-Dec,408.16,2.56,-1.41,5.29,-3.33,26.82,2.01,-24.17,-34.61,24.76,3.51,5.95,6.07,4.22,5.05,1.44,13.16,9.35,3.16,39.98,1.69,9.56,2.73,3.44,2.12,350.56,271.34,74.99,18.03,0.61,56.93,6.12,1436.72,84.73,0.71,41.33,53.4,197.19,0,17.98,15.27,22.6,31.62,38.17,204.6,100.31,466.8,57.75,25.31,17.82,0
1128,모나리자,12690,18-Dec,-178.3,-6.19,-3.59,-8.22,-3.69,-1.85,-7.84,0,0,17.88,-1.62,-2.72,-3.12,-2.21,-2.29,1.41,11.44,9.62,3.12,18.48,1.68,8.83,2.67,3.49,2.05,311.89,236.52,45.19,20.14,0.65,38.21,4.39,992.87,83.24,0.77,39.62,52.25,187.21,0,20.13,16.76,24.17,35.57,35.5,0,0,0,42.58,19.16,13.14,0
1129,모나리자,12690,19-Dec,70.51,-0.53,-3.73,-8.44,4.36,-14.59,0.93,0,0,20.91,2.06,3.75,3.59,2.35,3.14,1.53,13,10.27,3.38,20.83,1.82,9.45,3.04,3.97,2.31,315.57,244.42,145.47,18.39,1.2,40.99,4.16,531.79,84.47,1.42,37.25,48.09,222.57,76.19,18.04,15.53,22.55,33,32.85,0,0,0,62.2,27.17,17.76,0
1130,모나미,5360,11-Dec,1.51,4.16,18.9,1.07,0.15,6.72,13.83,0,176.46,19.91,0.77,3.49,6.16,4.54,1.05,1.36,5.85,6.73,5.28,15.5,4.68,1.91,2.24,3.63,1.15,102.49,62.2,4.35,232.44,55.29,-0.73,-0.38,-0.92,30.08,183.8,36.22,59.68,207.69,82.24,193.6,69.92,39.31,1621.04,1.45,99.58,3.77,953.75,108.11,18.22,13.71,0
1131,모나미,5360,12-Dec,1.5,-6.77,26.2,-12.36,-6.88,-16.68,-4.94,0,-26.16,19.56,-0.94,-4.2,4.61,3.6,-1.2,1.28,5.75,6.34,4,12.45,4.22,1.84,2.21,3.59,1.14,111.12,69.59,3.46,225.77,53.79,7.49,3.91,9.65,30.7,175.24,35.14,56.11,185.55,67.33,164.48,69.3,37.37,373.42,5.62,133.34,3.33,1017.22,79.58,15.4,11.6,0
1132,모나미,5360,13-Dec,-0.2,-12.31,-48.69,-28.13,-36.17,-30,-10.63,0,0,28.03,-2.84,-9.42,-0.64,-0.7,-2.57,0.9,4.75,5.11,3.03,8.94,2.9,1.31,1.76,2.79,0.92,109.09,69.38,5.97,215.83,54.57,14.6,10.32,18.28,31.66,172.34,29.25,45.99,160.56,54.6,133.13,68.34,36.4,436.63,3.83,164.89,7.92,1072.15,73.69,15.58,16.13,0
1133,모나미,5360,14-Dec,1.84,-2.96,-9.14,-1.9,-10.44,8.06,4.22,0,0,35.01,2.12,5.34,5.46,6.22,1.86,0.88,4.97,6.16,4.19,9.31,2.67,1.31,1.9,3.08,0.97,99.48,59.59,3.88,193.08,50.96,12.35,9.13,15.97,34.12,149.35,27.85,46.49,141.99,65.19,136.96,65.88,40.1,0,-0.24,156.48,18.69,1050.14,105.29,21.35,23.94,0
1134,모나미,5360,15-Dec,2.7,-3.56,18.46,-4.66,-4.76,-0.8,29.39,68.35,3.52,37.28,3.6,7.69,5.85,6.76,3.11,0.86,4.57,6.29,3.84,10.02,2.21,1.42,1.87,3.16,0.97,115.48,67.3,7.16,126.12,43.48,7.2,4.56,9.24,44.22,98.31,26.79,45.96,183.03,66.7,90,55.78,41.72,311.25,6.16,194.42,11.08,934.36,94.21,23.46,26.64,0
1135,모나미,5360,16-Dec,3.85,2.38,0.36,5.34,-1.93,6.91,4.94,18.35,4.4,37.47,4.08,7.87,6.14,7.2,3.49,0.85,4.35,6.21,3.46,11.21,1.91,1.55,1.83,3.16,0.99,118.77,68.48,7.04,120.56,41.72,6.66,4.32,8.73,45.34,92.01,27.26,47.29,178.45,67.8,87.81,54.66,42.34,267.91,7.47,0,0,0,90.16,22.01,26.09,0
1136,모나미,5360,17-Dec,2.7,1.02,13.57,-5.34,-1.79,-10.47,0.43,-51.93,-24.66,38.02,2.09,3.69,4.55,5.52,1.73,0.82,4.37,6.25,3.18,11.61,1.83,1.5,1.8,3.06,1.03,154.37,92.55,12.16,122.65,43.02,10.43,7.01,13.35,44.91,95.79,26.56,44.31,194.24,43.88,63.91,55.09,40.05,113.71,15.61,0,0,0,80.37,20.01,24.39,0
1137,모나미,5360,18-Dec,2.39,1.62,0.3,4.51,-1.79,10.62,-1.46,-77.45,-8.92,35.83,0.56,0.84,4.09,5.12,0.45,0.8,4.31,6.73,2.93,12.21,1.8,1.43,1.78,3.03,1.06,141.11,81.29,9.64,129.1,43.75,9.92,7.05,12.77,43.65,100.22,26.25,45.57,169.3,49.19,73.98,56.35,42.39,145.51,13.28,0,0,0,84.76,19.85,25.04,0
1138,모나미,5360,19-Dec,0.57,6.43,12.79,4.57,-2.33,2.49,1.39,-386.47,-73.54,34.57,-1.27,-2.39,1.04,1.39,-0.95,0.75,3.96,6.48,2.69,11.54,1.76,1.31,1.66,2.86,0.89,98.88,57.79,7.02,140.37,46.47,4.7,3.77,5.9,41.6,111.71,26.17,44.77,186.46,75.61,108.83,58.4,41.55,0,-0.51,0,0,0,73.35,18.57,25.54,0
1139,모두투어네트워크,80160,11-Dec,616.91,5.33,-6.12,-7.04,2.57,0,12.97,-8.82,-7.59,0,11.04,20.01,12.67,13.4,10.44,0.95,0,7.34,85.9,0,1.81,1.99,1.08,1.08,0.73,213.74,213.74,53.93,84.54,0.22,41.48,20.62,8677.67,54.19,0.4,82.39,82.39,0,39.39,71.13,45.81,0,0,43.84,1.14,0,137.12,1191.45,12.38,13.43,0
1140,모두투어네트워크,80160,12-Dec,371.5,9.7,625.01,3.35,10.32,0,15.46,29.67,26.98,99.15,12.8,22.7,14.95,15.42,12.41,0.97,4751.15,6.52,23.72,0,1.75,2.18,1.21,1.21,0.82,210.36,210.26,76.1,76.69,0.17,28.96,13.56,7389.46,56.6,0.3,77.57,77.61,0,28.88,65.19,43.4,0.05,0.1,40.72,10.27,0.01,154.12,648.55,44.53,48.05,0
1141,모두투어네트워크,80160,13-Dec,641.95,2.39,-2.14,1.32,6.58,-33.7,7.73,-8.4,-25.73,98.96,10.39,18.68,10.49,10.75,10.14,0.98,3044.85,6.21,14.54,0,1.69,2.31,1.26,1.26,0.85,206.45,206.38,64.18,69.68,0.9,30.07,12.8,1379.23,58.94,1.52,76.78,76.8,0,46.55,63.13,41.06,0.03,0.06,39.6,9.61,0.38,149.74,629.96,41.34,42.85,0
1142,모두투어네트워크,80160,14-Dec,23.57,47.26,34.06,13.11,12.06,26,10.45,-4.69,5.2,97.65,8.52,16.31,8.82,10.09,7.45,0.87,3786.96,7.99,14.08,0,1.66,1.85,1.32,1.32,0.84,157.22,157.16,65.65,105.66,15.63,19.44,13.61,63.92,48.62,32.14,58.97,58.99,0,17,77.16,51.38,0.04,0.1,21.47,10.68,0.28,165.72,512.37,30.61,41.7,0
1143,모두투어네트워크,80160,15-Dec,37.05,-18.65,9.73,-13.49,24.07,8399.67,-0.61,-23.49,-0.94,95.99,5.54,11.93,8.09,8.05,5.57,1,98,9.55,14.54,0,1.98,2.04,1.66,1.68,1,147.53,142.22,57.53,86.61,2.42,15.57,6.45,299.06,53.59,4.51,60.47,62.73,0,16.97,79.35,46.41,3.6,11.18,20.21,9.76,0.18,142.25,534.31,43.06,38.46,0
1144,모두투어네트워크,80160,16-Dec,46.2,15.28,48.66,32.02,16.03,-97.15,3.86,42.8,22.32,95.29,6.7,16.76,10.25,8.49,8.08,1.21,111.86,8.69,12.97,0,2.39,2.44,1.79,1.81,1.06,143.97,143.85,55.57,108.75,2.56,13.09,6.05,266.61,47.9,5.34,71.78,71.84,0,57.88,104.17,52.1,0.08,0.25,21.94,9.22,0.11,162.94,425.53,44.22,39.24,0
1145,모두투어네트워크,80160,17-Dec,66.09,60.78,3.1,38.09,22.72,19.03,30.83,44.24,59.58,96.25,8.32,20.56,11.71,11.04,8.82,1.06,2263.57,7.88,13.11,0,2.22,2.03,1.62,1.62,0.96,145.28,145.19,36.99,109.87,13.45,19.74,12.01,76.84,47.65,28.22,61.66,61.7,0,33.6,89.13,52.35,0.07,0.21,19.23,9,0.08,203.8,498.43,33.21,38.61,0
1146,모두투어네트워크,80160,18-Dec,11.92,-1.08,346.19,-3.87,25.44,7708.48,-1.11,-48.09,-48.29,76.17,3.34,9.47,4.94,4.55,3.62,1.08,66.07,10.77,5.93,0,2.28,2.07,1.78,1.83,1.04,135.09,127.75,38.5,110.02,14.08,20.7,9.94,77.05,47.62,29.56,56.7,59.96,0,49.41,93.22,52.38,5.44,20.93,15.58,0.95,0,208.19,100.47,29.24,26.8,0
1147,모두투어네트워크,80160,19-Dec,0.86,25.72,82.23,1.52,-18.58,-9.77,-5.87,-73.8,-80.75,82.12,1.4,2.57,0.85,1.08,1.1,0.79,28.64,12.34,2.09,0,1.91,1.34,1.47,1.55,0.86,146.16,139.09,40.92,175.78,31.02,11.28,10.18,23.18,36.26,85.56,46.08,48.42,0,5.26,91.37,63.74,4.83,15.3,15.29,3.1,0,226.77,55.15,24.03,34.01,0
1148,모바일리더,100030,11-Dec,476.05,-4.08,-4.14,-45.42,-20.41,0,0.71,-43.79,-74.91,30.68,21.42,8.4,3.04,8.27,7.88,0.37,0,4.33,28.49,0,0.39,5.92,0.61,0.61,0.57,1120.49,1120.49,67.45,4.03,0,301.31,31.1,0,96.12,0,43.46,43.46,0,0,4.03,3.88,0,0,39.58,2.63,0.2,203.67,2637.75,34.05,90.63,0
1149,모바일리더,100030,12-Dec,1740.59,0,0,0,0,0,0,0,0,33.26,19.35,7.15,4.03,13.62,5.73,0.3,6875,4.46,39.58,22.75,0.34,2.1,0.56,0.56,0.47,531.05,531,103.05,16.4,4.46,78.65,37.42,248.34,85.91,5.19,53.1,53.11,509.61,50.52,11.64,14.09,0.01,0.01,43.11,1.57,0.05,218.95,3300.67,24.69,83.39,0
1150,모바일리더,100030,13-Dec,165.72,4.26,-0.99,10.65,65.52,2.32,9.7,98.44,125.88,39.15,23.41,13.53,8.92,18.59,11.23,0.48,11248.68,8.03,65.84,34.62,0.55,3.99,0.88,0.88,0.75,689.17,689.12,174.73,11.17,2.12,127.03,27.16,602.88,89.95,2.35,56.36,56.36,364.38,44.44,9.09,10.05,0.01,0.01,48.18,1.55,0.13,233.85,5147.27,36.57,77.79,0
1151,모바일리더,100030,14-Dec,19.88,-1.75,-10.21,-12.57,-18.04,-86.77,1.85,-67.62,-96.79,32.77,9.15,4.15,0.28,0.73,3.56,0.39,16099.32,5.78,57.15,41.34,0.42,4.75,0.73,0.73,0.65,925.44,925.43,171.33,6.72,0,132.47,21.27,0,93.7,0,50.15,50.15,2012.42,0,5.78,6.3,0,0,44.73,1.41,0.27,317.92,4784.53,31.07,79.22,0
1152,모바일리더,100030,15-Dec,-14841.53,-2,5.08,14.61,4.84,0,-2.88,-96.54,0,26.31,0.49,0.14,-2.59,-6.23,0.2,0.42,144492.53,4.81,61.75,30.03,0.45,5.94,0.76,0.76,0.69,826.79,826.79,169.43,8.34,0,4.14,0.76,0,92.3,0,58.65,58.65,384.31,0,7.69,7.7,0,0,51.56,1.69,0.44,391.98,4136.97,28.8,68.65,0
1153,모바일리더,100030,16-Dec,8022.52,-0.24,-35.77,-17.79,-6.19,0,0.81,70.53,0,34.51,1.07,0.25,2.43,6.16,0.42,0.39,0,4.03,68.84,20.24,0.42,5.55,0.74,0.74,0.65,742.86,742.86,101.53,6.96,0,57.68,9.51,0,93.49,0,48.34,48.34,687.37,0,6.96,6.51,0,0,41.83,0,0,0,6134.68,27.5,69.7,0
1154,모바일리더,100030,17-Dec,76442.57,-5.87,14.1,-22.19,-0.56,0,-0.64,1144.3,-29.56,38.67,7.32,3.09,1.76,4.36,2.96,0.4,0,3.75,81.75,26.98,0.43,6.12,0.91,0.91,0.79,596.08,596.08,90.7,7.18,0,103.47,16.64,0,93.3,0,39.96,39.96,752.72,0,7.18,6.7,0,0,33.25,0,0,0,5891.45,32.01,76.81,0
1155,모바일리더,100030,18-Dec,76442.57,13.3,8.97,47.47,15,0,10.88,357.07,490.98,50.93,28.71,13.44,10.07,22.42,12.9,0.45,0,4.01,84.42,46.16,0.49,6.01,0.97,0.97,0.85,831.11,831.11,88.25,8.88,1.9,81.54,15.73,350.07,91.84,2.07,52.01,52.01,2149.51,0,6.81,8.16,0,0,45.75,0,0,0,6260.45,32.71,77.34,0
1156,모바일리더,100030,19-Dec,76442.57,4.66,-35.92,14.41,53.53,0,-5.04,-142.61,44.42,37.82,-6.46,-5.58,13.38,21.09,-4.1,0.63,0,6.23,151.49,23.02,0.72,5.24,1.16,1.16,0.98,399.66,399.66,89.3,18.91,1.68,93.67,24.01,885.91,84.09,2,56.85,56.85,187.82,0,16.91,15.91,0,0,42.63,0,0,0,7639.97,24.44,39.39,0
1157,모베이스전자,12860,11-Dec,5.89,24.43,18.8,29.21,21.35,26.97,38.99,64.27,29.75,12.55,2.49,8.41,7.38,4.86,3.78,1.52,11.08,4.95,4.25,5.96,4.85,2.21,2.71,3.58,1.4,112.35,85.11,6.69,208.88,31.13,2.24,1.11,4.88,32.38,96.15,43.17,56.99,123.71,70.5,156.67,67.62,24.24,220.54,6.26,85.69,31.38,294.04,93.86,30.1,22,0
1158,모베이스전자,12860,12-Dec,1.58,11.06,9.46,4.68,10.47,24.45,-6.69,-133.36,-53.1,9.86,0.71,-2.49,2.96,2.06,1.02,1.43,9.75,4.63,4.13,6.21,4.76,2.05,2.59,3.53,1.32,95.75,68.15,6.05,256.04,38.62,-0.59,-0.31,-1.1,28.09,137.49,38.23,53.71,145.59,80.53,199.71,71.91,28.82,0,-2.38,92.29,37.41,298.71,91.77,30.33,22.29,0
1159,모베이스전자,12860,13-Dec,4.58,6.82,13.79,2.57,17.6,2.89,12.17,0,171.23,12.78,3.15,11.92,7.37,4.76,4.87,1.55,10.19,5.34,4.34,7.07,5.35,2.18,2.94,4.14,1.42,91.13,64.78,6.16,236.02,33.97,10.91,5.11,22.55,29.76,114.15,36.66,51.57,121.4,84.83,190.15,70.24,28.91,0,-5.02,87.43,37.69,295.71,108.68,36.04,24.05,0
1160,모베이스전자,12860,14-Dec,6.09,10,8.61,8.83,4.34,18.79,20.31,82.31,18.3,13.44,4.61,18.66,8.04,5.4,6.87,1.49,9.58,5.17,4.08,6.58,4.76,2.17,2.9,4.16,1.4,94.14,64.43,4.23,206.1,31.96,16.64,7.88,35.06,32.67,97.82,34.92,51.02,132.76,83.21,165.91,67.33,31.56,0,-3.18,90.9,40.88,289.15,108.21,36.2,25.47,0
1161,모베이스전자,12860,15-Dec,4.87,17.55,29.16,10.56,1.85,14.16,11.06,-34.47,-33.31,11.45,2.97,10.61,4.7,3.53,3.95,1.33,8.39,4.55,3.48,6.03,4.23,1.94,2.69,3.97,1.28,87,58.65,1.7,228.63,36.93,10.77,6.09,20.3,30.43,121.37,32.35,47.99,132.24,78.11,181.27,69.57,32.59,0,-7.17,119.29,48.36,348.49,90.88,31.39,25.5,0
1162,모베이스전자,12860,16-Dec,2.41,10.77,3.77,15.4,1.83,12.43,9.16,1.09,-36.1,9.46,2.38,9.74,2.64,2.22,2.83,1.19,7.55,4.32,3.09,6.3,4,1.69,2.43,3.57,1.18,102.46,69.93,2.82,242.98,44.94,5.91,3.7,9.32,29.16,154.14,34.12,49.99,162.3,63.06,167.35,70.84,31.75,1322.93,1.2,0,0,0,80.26,27.23,24.05,0
1163,모베이스전자,12860,17-Dec,-1.6,-10.8,1.89,-18.82,-2.86,-5.93,-26.12,-352.73,-187.96,5.02,-6.13,-27.13,-2.33,-2.01,-7.13,1.16,7.14,4.58,2.92,6.92,4.35,1.59,2.43,3.68,1.17,82.62,52.22,4.1,317.78,47.63,7.89,4.87,12.59,23.94,198.99,28.76,45.5,139.24,68.23,230.1,76.06,36.79,0,-9.57,0,0,0,54.47,20.55,16.67,0
1164,모베이스전자,12860,18-Dec,0.15,10.28,2.11,17.63,1.09,18.63,-3.05,0,0,7.67,-2.35,-10.9,0.28,0.23,-2.79,1.19,6.81,4.62,2.89,6.21,5.36,1.52,2.52,3.99,1.14,82.41,51.84,3.26,388.13,47.79,6.77,4.77,11.27,20.49,233.29,30.53,48.53,130.62,69.42,287.45,79.51,37.1,0,-10.36,0,0,0,70.45,24.09,21.32,0
1165,모베이스전자,12860,19-Dec,0.82,6.07,-0.29,9.46,7.48,-0.39,24.46,0,550.87,8.39,-1.29,-8.51,1.66,1.41,-1.52,1.18,6.76,4.48,3.08,5.58,5.29,1.52,2.39,3.7,1.06,78.39,51.93,7.95,317.44,41.58,5.41,3.59,9.9,23.96,173.59,33.18,50.08,119.15,85.77,266.7,76.04,33.76,0,-13.81,0,0,0,75.83,24.61,21.49,0
1166,모아텍,33200,11-Dec,13.79,-0.48,3.66,-3.61,3.76,7.79,0.61,-61.83,-71,9.35,1.8,2.52,1.73,1.55,2,1.11,11.09,4.77,4.19,9.64,1.47,4.59,1.68,1.97,1.26,324.21,272.46,52.13,30.98,6.1,17.85,3.78,69.21,76.35,7.99,55.02,65.47,235.01,74.81,26.45,23.65,15.96,23.08,45.28,154.02,0,947.02,104.01,28.25,25.29,0
1167,모아텍,33200,12-Dec,-3.57,9.74,22,7.9,-16.26,4.78,17.41,0,0,9.24,-2.89,-6.3,-0.98,-1.1,-2.57,0.89,8.74,4.34,3.1,11.03,1.13,4.3,1.37,1.63,1.08,422.68,357.17,74.18,22.15,6.29,8.65,1.84,24.93,81.86,7.68,54.39,64.37,284.77,76.93,18.6,18.14,15.5,20.3,49.14,150.79,0,1073.56,96.47,21.56,25.28,0
1168,모아텍,33200,13-Dec,-24.64,-5.42,-1.08,-9.75,-7.03,-7.88,-7.39,0,0,5.63,-8.2,-6.46,-6.12,-7.51,-6.68,0.81,8.27,4.57,2.64,12.18,1.02,4.1,1.29,1.53,1.01,297.76,250.65,35.97,27.74,9.33,8,2.07,18.63,78.28,11.91,51.7,61.42,250.96,0,26.35,21.72,15.82,23.82,40.79,142.03,0,1032.32,61.84,19.49,23.26,0
1169,모아텍,33200,14-Dec,-26.09,-26.91,-47.56,-18.6,-41.24,5.5,-6.16,0,0,9.26,-9.21,-6.62,-3.73,-6.55,-5.24,0.57,4.93,3.5,2.05,9.35,0.7,3.11,0.88,1.08,0.7,596.93,474.53,111.93,15.77,5.41,-10.27,-2.08,-25.85,86.37,6.26,54.38,68.41,305.9,81.36,13.27,13.63,20.51,24.63,56.95,151.59,0,1029.75,33.65,7.63,11.32,0
1170,모아텍,33200,15-Dec,-15.49,5.39,7.94,0.35,-20.87,-79.03,-1.36,0,0,12.38,-2.78,-1.76,-3.01,-5.79,-1.45,0.52,6.28,4.03,2.26,9.99,0.62,3.16,0.78,0.89,0.64,378.16,361.96,96.17,23.66,9.69,10.09,3.82,19.92,80.87,11.98,62.34,65.14,208.74,0,21.3,19.13,4.29,5.83,47.91,174.38,0,1132.56,49.22,9.37,18.52,0
1171,모아텍,33200,16-Dec,-0.57,-10.3,-45.28,-1.95,-11.25,-9.33,2.48,0,0,16.59,5.03,2.24,-0.06,-0.13,2.38,0.47,16.87,4.45,2.5,8.11,0.55,3.52,0.7,0.73,0.59,1018.56,978.2,631.23,7.69,0,67.15,9.58,0,92.86,0,68.38,71.2,150.37,0,7.53,7.14,3.96,4.39,64.21,0,0,0,72.04,10.2,20.38,0
1172,무학,33920,11-Dec,14609.73,19.26,24.51,26.47,20.29,8.16,13.76,32.79,33.37,44.88,20.45,19.13,18.19,26.88,13.84,0.68,4.46,12.73,1.9,11.88,0.94,2.45,2.26,4.57,1.21,108.2,57.21,34.51,41.29,0.06,64.29,30.21,29837.53,70.78,0.09,16.27,30.78,85.57,82.93,40.19,29.22,47.13,621.58,2.33,194.18,41.4,623.36,53.84,16.84,27.08,0
