회사명,거래소코드,회계년도,매출액(IFRS연결),매출원가(IFRS연결),판관비(IFRS연결),당기자본(IFRS연결),전기자본(IFRS연결),매출액(IFRS개별),매출원가(IFRS연결),판관비(IFRS개별),당기자본(IFRS개별),전기자본(IFRS개별)
(주)골프존뉴딘홀딩스,121440,Dec-12,289629366,131624220,89002498,411636973,411636973,276341690,119729808,82729840,410999847,410999847
(주)골프존뉴딘홀딩스,121440,Dec-13,365126358,186981066,97656135,424543916,424543916,340005073,153062630,102494761,427556455,427556455
(주)골프존뉴딘홀딩스,121440,Dec-14,429589619,219364035,107831868,486385956,486385956,387066126,171180827,114518182,473636026,473636026
(주)골프존뉴딘홀딩스,121440,Dec-15,164536448,109081059,64804972,551360423,551360423,29389093,7714195,35478722,551703320,551703320
(주)골프존뉴딘홀딩스,121440,Dec-16,243275475,126201483,80068007,528087415,528087415,27652102,512580,32702609,506841449,506841449
(주)골프존뉴딘홀딩스,121440,Dec-17,213756902,112978779,82355498,500912642,500912642,23499543,681186,29642657,480074463,501169371
(주)골프존뉴딘홀딩스,121440,Dec-18,223036801,129202466,92720103,485969871,485969871,16100354,630040,26475864,484480922,484480922
(주)골프존뉴딘홀딩스,121440,Dec-19,228935651,140609926,91951161,447197508,443293494,26897482,25361094,19492596,450069457,446165444
(주)광림,14200,Dec-11,,,,,,106495363,89277042,13979880,56677106,56677106
(주)광림,14200,Dec-12,,,,,,85322569,74514327,9486661,63502275,63502275
(주)광림,14200,Dec-13,,,,,64796802,103442134,89450125,10681092,64796802,64796802
(주)광림,14200,Dec-14,231446314,175450887,53809936,128970849,,92553612,79081364,11561595,66259380,128970849
(주)광림,14200,Dec-15,,,,,80899308,237222890,178239093,57657130,80899308,69805171
(주)광림,14200,Dec-16,87302967,75002299,12128894,113505965,111769640,87302967,75002299,12128894,90221084,90221084
(주)광림,14200,Dec-17,135191558,131160374,16400734,107690687,107690687,99421336,84130277,12986902,176556237,176556237
(주)광림,14200,Dec-18,136595300,122536264,15103531,90075229,90075229,75493055,62505909,10784223,120931215,120931215
(주)광림,14200,Dec-19,145864184,134964602,21882738,90772137,104625546,93241157,78615222,10806603,60749234,158104583
(주)광명전기,17040,Dec-11,92382628,81102005,10784506,62936103,62936103,57967857,51994278,4489788,56987613,56987613
(주)광명전기,17040,Dec-12,117216514,102591227,10437536,62992204,62992204,79318302,70522943,5229217,55136666,55136666
(주)광명전기,17040,Dec-13,117852824,98728241,8343100,69847678,69847678,90344376,76118777,5782227,60793004,60793004
(주)광명전기,17040,Dec-14,134778387,114780200,7536526,78696030,78696030,115801471,100019085,5512307,67539909,67539909
(주)광명전기,17040,Dec-15,116316957,98659704,8315158,87829336,87829336,93000177,83525805,5634873,71275955,71275955
(주)광명전기,17040,Dec-16,96942911,87732377,5593800,98063360,98063360,96931493,87560184,5552391,86335358,86335358
(주)광명전기,17040,Dec-17,101561159,92454439,6908967,96648221,96648221,105083042,95422477,5905693,85430878,85430878
(주)광명전기,17040,Dec-18,114110654,103304003,7549135,98748349,98748349,96949804,87318774,6660054,87989865,87989865
(주)광명전기,17040,Dec-19,131864294,117038701,6839756,105398860,105398860,125009206,111565450,6130677,94186043,94186043
(주)광무,29480,Dec-11,51755052,42251012,19087540,37831616,37799680,50359203,40419633,17275285,49296267,49264331
(주)광무,29480,Dec-12,41178683,33757502,13198130,29507217,29507217,40406860,33220101,12801293,36518143,36518143
(주)광무,29480,Dec-13,20534276,22621739,11817507,8786699,,10105219,10221619,6782906,11346800,8786699
(주)광무,29480,Dec-14,,,,,,38409667,31532738,5454577,8505450,8505450
(주)광무,29480,Dec-15,,,,,,17648493,13652964,4615892,7744452,7744452
(주)광무,29480,Dec-16,,,,,,26429957,21752231,3383715,8053231,8053231
(주)광무,29480,Dec-17,,,,,13552175,21540953,17503183,3838245,13552175,13552175
(주)광무,29480,Dec-18,23074941,17769834,6640352,10729216,10729216,20707286,17118006,4261246,9695091,9695091
(주)광무,29480,Dec-19,36483979,21870776,17625827,22844122,22844122,25244176,20873726,6630498,22202195,22202195
(주)광주신세계,37710,Dec-11,,,,,,219613514,80698060,80476110,310214632,310214632
(주)광주신세계,37710,Dec-12,,,,,,213803173,76996157,78621303,361615843,361615843
(주)광주신세계,37710,Dec-13,,,,,,206606675,73016518,77608434,408690826,408690826
(주)광주신세계,37710,Dec-14,,,,,,204820461,71460629,81524193,448624926,448624926
(주)광주신세계,37710,Dec-15,,,,,,205331892,67952823,82606671,491380796,491380796
(주)광주신세계,37710,Dec-16,,,,,,210423594,69014284,85361942,534290186,534290186
(주)광주신세계,37710,Dec-17,,,,,,209647360,68619341,84738271,579363832,579363832
(주)광주신세계,37710,Dec-18,,,,,,135213362,17733154,67411400,620656716,620656716
(주)광주신세계,37710,Dec-19,,,,,,154879496,18569711,81207140,661189861,661189861
(주)구영테크,53270,Dec-11,147832315,129730219,14387234,36633264,36633264,62527619,50904676,7202004,27962532,27962532
(주)구영테크,53270,Dec-12,155788988,134266189,14034750,36686891,36686891,65451015,53454413,7157265,29302171,29302171
(주)구영테크,53270,Dec-13,172747316,150485036,14770015,39023837,39023837,76282590,63114137,8705417,30762180,30762180
(주)구영테크,53270,Dec-14,170528694,148057799,17032666,52212920,52212920,77799749,64482528,10534973,42200180,42200180
(주)구영테크,53270,Dec-15,172083049,146639036,19298586,56401223,56401223,87109177,72768430,10811085,44066560,44066560
(주)구영테크,53270,Dec-16,148301597,125781105,18182773,57780291,57780291,75320433,61393389,9812754,46429602,46429602
(주)구영테크,53270,Dec-17,149833357,127099113,17042908,55811041,55811041,74298129,61735712,9537064,47102417,47102417
(주)구영테크,53270,Dec-18,195238339,172978813,16880656,68827896,68827896,81928926,69673553,10616789,57861349,57861349
(주)구영테크,53270,Dec-19,230853336,208667166,16946995,71704257,71704257,93132845,79774125,10845074,58668784,58668784
(주)국동,5320,Dec-11,154293577,134179552,19711153,5829570,5829570,100097439,86396894,14037322,2694312,2694312
(주)국동,5320,Dec-12,138172746,112722986,18656835,9422729,9422729,91524436,75786153,13924004,2775119,2775119
(주)국동,5320,Dec-13,147860227,123575979,18762236,15412210,15412210,95716049,78656021,13638769,5947778,5947778
(주)국동,5320,Dec-14,186086561,153250540,22686935,28639367,28639367,117861978,95550889,16603011,14336568,14336568
(주)국동,5320,Dec-15,170296068,140601202,21039032,31226110,31226110,102431161,82651994,12903592,22395455,22395455
(주)국동,5320,Dec-16,197368723,160651679,26153510,51725723,51725723,127275873,102252563,17142553,40069999,40069999
(주)국동,5320,Dec-17,191602989,163195489,34263931,42630725,42630725,130016453,111577387,20843992,38638770,38638770
(주)국동,5320,Dec-18,219550054,183038971,30748879,48475045,48475045,136811631,115258052,19870987,41762492,41762492
(주)국동,5320,Dec-19,223077183,188905199,38421120,65481226,65481226,116180044,99266447,26450412,54349558,54349558
(주)국보,1140,Dec-11,130636214,121478547,8416789,34466553,34466553,118304924,110401747,7237269,33874415,33874415
(주)국보,1140,Dec-12,122343037,112775782,8201454,33793391,,109183947,101495533,6609003,31655538,31655538
(주)국보,1140,Dec-13,117073443,107727279,8615147,29768264,29768264,108994114,101240956,7100125,27678685,27678685
(주)국보,1140,Dec-14,97520169,91556717,8372575,22620239,22620239,89859741,84920430,6937191,20984752,20984752
(주)국보,1140,Dec-15,91618545,85746776,8334137,18409444,18409444,85267457,80391773,7066966,17113465,17113465
(주)국보,1140,Dec-16,87333326,79591802,7537419,15275562,15275562,77773715,72438469,5842638,13200649,13200649
(주)국보,1140,Dec-17,78255522,72337683,9851897,17848563,17848563,74662255,69821126,8250050,16039171,16039171
(주)국보,1140,Dec-18,71549828,67935985,8907609,13412206,13412206,66929948,64102691,7466319,11578143,11578143
(주)국보,1140,Dec-19,89087334,71346937,18708889,28604010,28604010,58296078,56501133,3316865,12278837,12278837
(주)국보디자인,66620,Dec-11,130689686,110146120,11769982,48143562,48143562,123203000,104476612,10299336,48472432,48472432
(주)국보디자인,66620,Dec-12,119402993,100272273,8629461,57564527,57564527,118458574,99523026,8160044,58283419,58283419
(주)국보디자인,66620,Dec-13,163518536,141528744,10222019,65598063,65598063,153216189,133394653,9381375,64945696,64945696
(주)국보디자인,66620,Dec-14,176373907,150086662,12940774,74350888,74350888,158268803,136427117,11991028,70452085,70452085
(주)국보디자인,66620,Dec-15,192608497,167038905,12780158,83307386,83307386,157657615,139094723,11722942,75467148,75467148
(주)국보디자인,66620,Dec-16,201410031,176586073,14307502,86928845,86928845,191620729,165798273,12472116,80282408,80282408
(주)국보디자인,66620,Dec-17,270658405,224690293,22752386,99283826,99283826,262522024,219241879,19289550,94380512,94380512
(주)국보디자인,66620,Dec-18,254259835,216708444,21087994,108600438,108600438,231093439,197658770,16687290,103598968,103598968
(주)국보디자인,66620,Dec-19,269005976,236763672,20685006,123363884,123363884,237054909,211116237,15432607,112076012,112076012
(주)국순당,43650,Dec-11,127686247,73054530,49287226,178114387,178114387,124279594,71050728,47560054,174045265,174045265
(주)국순당,43650,Dec-12,118697826,65490982,47556086,191625826,190639443,115146725,63606595,44745714,186305726,185319343
(주)국순당,43650,Dec-13,99173525,57173733,40558345,194567775,194567775,96140591,55586775,39366006,185985822,185985822
(주)국순당,43650,Dec-14,91863604,55688500,35092859,196810690,196810690,89173752,54216676,34075319,186838479,186838479
(주)국순당,43650,Dec-15,77443124,50017004,35623752,198167277,198167277,74955341,48640465,34620628,186118215,186118215
(주)국순당,43650,Dec-16,69701266,42026522,34162515,194018641,194018641,68425801,40999107,32883560,183188543,183188543
(주)국순당,43650,Dec-17,62761236,38986795,28037773,221539252,221448638,60087461,36938506,26733827,191745752,191745752
(주)국순당,43650,Dec-18,61496072,38750320,25740195,215679919,215679919,52679104,32145829,23285214,203499644,203499644
(주)국순당,43650,Dec-19,102095769,73665131,34397559,204958649,209356780,48045002,30836825,22649089,196923842,200669742
(주)국영지앤엠,6050,Dec-11,,,,,,42569848,42885119,2316855,32733005,32733005
(주)국영지앤엠,6050,Dec-12,,,,,,43781593,43286767,1985430,45960267,45960267
(주)국영지앤엠,6050,Dec-13,,,,,,55789778,53028778,1428432,46345349,46345349
(주)국영지앤엠,6050,Dec-14,,,,,,51491847,48486069,1418477,47240880,47240880
(주)국영지앤엠,6050,Dec-15,,,,,,40107647,39614548,1532380,48972537,48972537
(주)국영지앤엠,6050,Dec-16,,,,,,51456556,49594430,1613291,50558041,50558041
(주)국영지앤엠,6050,Dec-17,,,,,,62861661,59698131,1753168,52611544,52611544
(주)국영지앤엠,6050,Dec-18,,,,,,56301480,55344975,1876523,51748308,51748308
(주)국영지앤엠,6050,Dec-19,,,,,,73013468,69721549,2300874,52826451,52826451
(주)국전약품,307750,Dec-18,,,,,,,,,,
(주)국전약품,307750,Dec-19,,,,,,,,,,
(주)그래디언트,35080,Dec-11,428571939,282364606,160491114,328872047,328872047,9501248,0,17846746,334573662,334573662
(주)그래디언트,35080,Dec-12,454225001,299062441,141141684,396658401,734310401,11150621,0,11858247,411656935,411656935
(주)그래디언트,35080,Dec-13,2930521926,2623897237,258881727,751939530,751939530,7939840,0,7630723,402332194,402332194
(주)그래디언트,35080,Dec-14,3135027346,2828895725,255122005,900343355,900343355,7753595,0,7592558,420045194,420045194
(주)그래디언트,35080,Dec-15,3536848758,3149191043,322508616,903808796,903808796,12870821,0,7028826,431479123,431479123
(주)그래디언트,35080,Dec-16,3845761388,3422959059,373296836,840330799,840330799,16516754,0,5782897,389295611,389295611
(주)그래디언트,35080,Dec-17,3541486629,3155796412,355873725,742316982,742316982,12485184,0,6451844,328719925,328719925
(주)그래디언트,35080,Dec-18,3440906300,3085740379,335202307,714481098,714481098,12237889,0,6274707,325218418,325218418
(주)그래디언트,35080,Dec-19,3412333826,3033401434,333768264,669586510,669586510,8719700,0,4931326,320088192,320088192
(주)그리티,204020,Dec-18,119259702,49005066,62209433,74460588,74460588,117056356,46452906,61313793,74051025,74051025
(주)그리티,204020,Dec-19,123079831,56407950,63757899,74181103,74181103,120984485,54427584,62138199,74833748,74833748
(주)그린플러스,186230,Dec-19,48831866,39379899,4374729,37391337,37391337,39502728,32031887,4040124,36772875,36772875
(주)글로벌스탠다드테크놀로지,83450,Dec-11,41504144,25904818,11512034,27594673,27594673,40662578,27560469,10364043,26355250,26355250
(주)글로벌스탠다드테크놀로지,83450,Dec-12,64812103,39987385,16704035,36008304,36008304,62774905,41946601,14663587,33379017,33379017
(주)글로벌스탠다드테크놀로지,83450,Dec-13,80982977,54728168,18724731,42629997,42629997,78917554,56410457,16358302,39169886,39169886
(주)글로벌스탠다드테크놀로지,83450,Dec-14,89122994,60458294,20065522,50846053,50846053,85992839,62260560,17360914,45624394,45624394
(주)글로벌스탠다드테크놀로지,83450,Dec-15,84422579,53943632,24467360,56675666,56675666,80102292,54830439,21586947,49667680,49667680
(주)글로벌스탠다드테크놀로지,83450,Dec-16,90819412,57475833,28465669,60779819,60779819,81859588,54772873,24698422,53103831,53103831
(주)글로벌스탠다드테크놀로지,83450,Dec-17,162835484,106768667,33806030,78275559,78275559,154761834,106969813,28665314,67278478,67278478
(주)글로벌스탠다드테크놀로지,83450,Dec-18,129850197,86354595,33089838,85807825,85807825,115619452,79909787,27795492,72640818,72640818
(주)글로벌스탠다드테크놀로지,83450,Dec-19,168231754,101887447,44435955,103310701,103310701,150777009,93911473,34811543,90403163,90403163
(주)금비,8870,Sep-11,182184368,140978607,33072979,127461261,127461261,90614774,69214079,18878709,76631712,76631712
(주)금비,8870,Sep-12,176226095,139613667,30514282,127569592,127569592,83296660,65710703,17006395,76286738,76286738
(주)금비,8870,Sep-13,175061513,140973207,28009184,127930275,127930275,82028937,65848567,15526011,75961191,75961191
(주)금비,8870,Sep-14,177506459,143669634,28304234,130427078,130427078,80715556,67226149,15105815,73951486,73951486
(주)금비,8870,Sep-15,189495056,145599764,28614844,138920965,138920965,93629076,70808420,14978568,75497346,75497346
(주)금비,8870,Sep-16,200543667,154437741,26113948,146679335,146679335,100327539,77325158,15797750,80284267,80284267
(주)금비,8870,Sep-17,185531452,142510120,31344908,150022915,150022915,80379261,59060653,20414661,80937315,80937315
(주)금비,8870,Sep-18,196995589,153041065,31249004,156252159,156252159,90793198,67372177,20509487,83535809,83535809
(주)금비,8870,Sep-19,201404468,157515543,31458730,163543704,163543704,91480486,68894781,21169395,84602682,84602682
(주)금양,1570,Dec-11,109810009,92297702,11825279,45175687,45175687,100918699,87166520,7625602,43024251,43024251
(주)금양,1570,Dec-12,122905331,102473314,13817964,45542580,45542580,108275608,93743028,8122721,45261596,45261596
(주)금양,1570,Dec-13,156304448,135822559,14837596,45554255,45554255,132045280,118655638,8201366,45422689,45422689
(주)금양,1570,Dec-14,158550531,138461108,14925792,44489985,44489985,137946044,122147399,8796876,46481587,46481587
(주)금양,1570,Dec-15,158999533,136083219,16060644,57953744,57953744,152450369,133378038,10866816,46703110,46703110
(주)금양,1570,Dec-16,168681746,137529479,19024813,34480745,34480745,161001876,140453584,11674073,22239137,22239137
(주)금양,1570,Dec-17,180373683,144907191,22325522,57595446,57595446,150809075,132987458,11886877,31251974,31251974
(주)금양,1570,Dec-18,205441375,165009911,26905139,79456336,79456336,151676398,131231107,13928604,49187838,49187838
(주)금양,1570,Dec-19,172723864,136904841,26607808,68287064,68287064,135915020,116450575,14192700,35004819,35004819
(주)금호에이치티,214330,Dec-15,203071984,171095297,11637498,81388280,81388280,181779820,151765503,9499852,82117294,82117294
(주)금호에이치티,214330,Dec-16,208574892,184573472,9705977,86282030,86282030,189733826,166274808,6978432,92714230,92714230
(주)금호에이치티,214330,Dec-17,179707629,161231384,9552020,90754420,90754420,165485490,147104514,7372995,97560824,97560824
(주)금호에이치티,214330,Dec-18,209260006,188087059,10679500,124851870,124851870,189250383,174071615,7664778,131065067,131065067
(주)금호에이치티,214330,Dec-19,251095062,236522956,10512958,172630689,172630689,221734443,209805966,7398106,180769966,180769966
(주)금화피에스시,36190,Dec-11,,,,,,82738193,62321930,4745358,76345247,76345247
(주)금화피에스시,36190,Dec-12,,,,,92305175,108224285,82245906,5525247,92305175,90163134
(주)금화피에스시,36190,Dec-13,166122419,130836677,8182062,117616926,117616926,156630832,124205065,6681321,113200802,113200802
(주)금화피에스시,36190,Dec-14,189631759,155745728,10437334,133525938,133525938,166948026,137263298,6673196,126877795,126877795
