회사명,거래소코드,회계년도,매출액(IFRS연결),매출채권(IFRS연결),재고자산(IFRS연결),매출액(IFRS개별),매출채권(IFRS개별),재고자산(IFRS개별)
(주)그래디언트,35080,Dec-13,2930521926,682820611,68307862,7939840,389185,0
(주)그래디언트,35080,Dec-14,3135027346,721609329,80245551,7753595,337506,0
(주)그래디언트,35080,Dec-15,3536848758,892479656,138382962,12870821,360082,0
(주)그래디언트,35080,Dec-16,3845761388,897408716,117903146,16516754,0,0
(주)그래디언트,35080,Dec-17,3541486629,520261385,137969792,12485184,0,0
(주)그래디언트,35080,Dec-18,3440906300,482837598,166911756,12237889,0,0
(주)그래디언트,35080,Dec-19,3412333826,506115950,85519268,8719700,0,0
(주)그리티,204020,Dec-18,119259702,6243334,40441857,117056356,3884141,30715245
(주)그리티,204020,Dec-19,123079831,9553395,42201748,120984485,6191460,32650635
(주)그린플러스,186230,Dec-19,48831866,13124792,6019316,39502728,16180874,5842839
(주)글로벌스탠다드테크놀로지,83450,Dec-11,41504144,7914176,14561368,40662578,7891933,13226235
(주)글로벌스탠다드테크놀로지,83450,Dec-12,64812103,4566298,17354428,62774905,4315263,15560311
(주)글로벌스탠다드테크놀로지,83450,Dec-13,80982977,8982959,17043649,78917554,8717936,15483578
(주)글로벌스탠다드테크놀로지,83450,Dec-14,89122994,10622259,13254999,85992839,10772064,11786134
(주)글로벌스탠다드테크놀로지,83450,Dec-15,84422579,8368084,9698920,80102292,8333640,8283238
(주)글로벌스탠다드테크놀로지,83450,Dec-16,90819412,16275133,23047266,81859588,16435990,19337480
(주)글로벌스탠다드테크놀로지,83450,Dec-17,162835484,12622732,22852794,154761834,14151732,17981798
(주)글로벌스탠다드테크놀로지,83450,Dec-18,129850197,21398470,18514976,115619452,20750344,11906377
(주)글로벌스탠다드테크놀로지,83450,Dec-19,168231754,34548232,21844307,150777009,36562614,17832463
(주)금양,1570,Dec-11,109810009,29394534,14236426,100918699,24644593,6884124
(주)금양,1570,Dec-12,122905331,26504403,13739318,108275608,22076810,7118999
(주)금양,1570,Dec-13,156304448,45739558,20839381,132045280,38267028,8359928
(주)금양,1570,Dec-14,158550531,37155626,25271205,137946044,32568301,10954973
(주)금양,1570,Dec-15,158999533,39206129,21613668,152450369,40269651,9434413
(주)금양,1570,Dec-16,168681746,41772849,19103181,161001876,44092989,6869584
(주)금양,1570,Dec-17,180373683,49503298,22603043,150809075,38833602,8612918
(주)금양,1570,Dec-18,205441375,45140456,24409366,151676398,30216514,8960870
(주)금양,1570,Dec-19,172723864,48194329,27024408,135915020,32847352,10501788
(주)금호에이치티,214330,Dec-15,203071984,52692171,28696569,181779820,56548252,20906519
(주)금호에이치티,214330,Dec-16,208574892,50961349,30299760,189733826,65821567,20950659
(주)금호에이치티,214330,Dec-17,179707629,0,31489881,165485490,60899166,21605544
(주)금호에이치티,214330,Dec-18,209260006,53028482,49440535,189250383,62547578,31971852
(주)금호에이치티,214330,Dec-19,251095062,58063571,48755715,221734443,61662574,31972894
(주)금화피에스시,36190,Dec-11,,,,82738193,9113225,0
(주)금화피에스시,36190,Dec-12,,,,108224285,7999729,0
(주)금화피에스시,36190,Dec-13,166122419,28066894,211891,156630832,25806922,0
(주)금화피에스시,36190,Dec-14,189631759,37419481,650775,166948026,33145050,0
(주)금화피에스시,36190,Dec-15,235969690,48002480,572369,196919865,43283618,0
(주)금화피에스시,36190,Dec-16,235018376,46851396,832281,201547339,42010074,0
(주)금화피에스시,36190,Dec-17,205781841,24854964,1035746,174993150,21773380,0
(주)금화피에스시,36190,Dec-18,233326733,23260207,1139754,202098199,19585043,0
(주)금화피에스시,36190,Dec-19,209435314,24935013,1217558,179177462,19981034,0
(주)기가레인,49080,Dec-13,94791934,18300210,10704669,94055571,17997491,10634480
(주)기가레인,49080,Dec-14,95718992,9679752,11467784,95460665,9852914,11226248
(주)기가레인,49080,Dec-15,61576391,15742686,8173832,61254807,15856396,6815349
(주)기가레인,49080,Dec-16,75445071,16957317,7789794,70397030,18790894,5755900
(주)기가레인,49080,Dec-17,100131227,15728147,24300940,89874499,15486228,22471865
(주)기가레인,49080,Dec-18,124772205,40616751,37262134,114668638,40544167,35715541
(주)기가레인,49080,Dec-19,72769411,22633745,17628230,63361399,25816185,15205943
(주)기산텔레콤,35460,Dec-11,65679195,17138518,18767251,36332290,9504067,10909684
(주)기산텔레콤,35460,Dec-12,74315907,13177653,13259612,49240507,7206650,5331514
(주)기산텔레콤,35460,Dec-13,79463728,34251345,15151600,48367030,22783909,5894529
(주)기산텔레콤,35460,Dec-14,74512326,24687607,22011486,41612762,13473931,5456977
(주)기산텔레콤,35460,Dec-15,79710503,22503622,18183749,45712905,10691440,4919930
(주)기산텔레콤,35460,Dec-16,59172319,25717268,17338891,24679656,8942303,4378274
(주)기산텔레콤,35460,Dec-17,63467585,16918592,21211655,29568090,1842663,7924502
(주)기산텔레콤,35460,Dec-18,56445716,13639826,19445191,24864346,2412416,3963378
(주)기산텔레콤,35460,Dec-19,67054955,11128178,20148676,30545683,936740,3162634
(주)까뮤이앤씨,13700,Dec-11,,,,90048208,14443866,4678067
(주)까뮤이앤씨,13700,Dec-12,,,,90976586,2516598,5293572
(주)까뮤이앤씨,13700,Dec-13,,,,83568532,3334035,1151053
(주)까뮤이앤씨,13700,Dec-14,,,,123567918,541476,1514376
(주)까뮤이앤씨,13700,Dec-15,,,,132370311,1317982,1396884
(주)까뮤이앤씨,13700,Dec-16,,,,139708060,811635,1361867
(주)까뮤이앤씨,13700,Dec-17,,,,172176860,5104110,1477286
(주)까뮤이앤씨,13700,Dec-18,,,,116296828,70706,1984047
(주)까뮤이앤씨,13700,Dec-19,,,,283420655,2863669,1224883
(주)까스텔바작,308100,Dec-19,81358617,4200921,37141130,81068234,4096242,37141130
(주)나노,187790,Dec-14,,,,,,
(주)나노,187790,Dec-15,29901810,22458935,19870176,14881694,5320374,11643170
(주)나노,187790,Dec-16,48175171,14369863,15952670,18480121,4604851,7609827
(주)나노,187790,Dec-17,73089292,13866363,20989648,29944292,7887405,6727280
(주)나노,187790,Dec-18,81942719,13702731,23400275,34238747,3942916,7901458
(주)나노,187790,Dec-19,73694955,13618852,21584379,38421023,5259821,9169186
(주)나노브릭,286750,Dec-19,7775408,3301745,1921947,7775408,3301744,1921947
(주)나노신소재,121600,Dec-11,33480756,7078291,26824943,33480756,7078291,26824943
(주)나노신소재,121600,Dec-12,23644347,3284301,27117909,23644347,3284301,27117909
(주)나노신소재,121600,Dec-13,27009014,6889519,26850873,26827489,6889411,26850873
(주)나노신소재,121600,Dec-14,27926752,8100134,31359550,27926752,8100134,31359550
(주)나노신소재,121600,Dec-15,43140425,11234820,29013917,43140425,11234820,29013917
(주)나노신소재,121600,Dec-16,41111800,10376457,29895861,41111800,10376457,29895861
(주)나노신소재,121600,Dec-17,45568866,11515655,30968835,45568866,11515655,30968835
(주)나노신소재,121600,Dec-18,52249960,12579883,39994521,52249960,12579883,39994521
(주)나노신소재,121600,Dec-19,48892961,9035018,37755144,48892961,9035018,37755144
(주)나노엔텍,39860,Dec-11,13153879,5720087,3783762,13088091,5707345,3772253
(주)나노엔텍,39860,Dec-12,13435035,5278346,4708962,13561450,5404410,4579595
(주)나노엔텍,39860,Dec-13,19084457,5840994,4879289,19071599,6056745,4495255
(주)나노엔텍,39860,Dec-14,19498657,7529277,5547893,20255673,11019580,4361249
(주)나노엔텍,39860,Dec-15,24839316,13308634,5775124,18652444,15166620,3373488
(주)나노엔텍,39860,Dec-16,22205895,10629011,6556793,19928840,15165304,5387906
(주)나노엔텍,39860,Dec-17,23809593,10288554,5903314,22133358,13765175,5736380
(주)나노엔텍,39860,Dec-18,25796821,13277150,6277557,24871160,16944454,5679161
(주)나노엔텍,39860,Dec-19,26255836,12658933,6865258,25099090,17419781,5753842
(주)나무가,190510,Dec-15,403847036,42483627,34456731,330071994,84777325,1531151
(주)나무가,190510,Dec-16,292613003,20930031,26925230,189575941,31536418,931885
(주)나무가,190510,Dec-17,257564977,23945155,26473649,169353908,53430017,284743
(주)나무가,190510,Dec-18,312824892,21316860,10307124,199656907,32852541,209426
(주)나무가,190510,Dec-19,362063863,35791270,40166469,275379664,77661736,8877165
(주)나스미디어,89600,Dec-13,,,,24754414,9688502,0
(주)나스미디어,89600,Dec-14,,,,29855317,9647519,0
(주)나스미디어,89600,Dec-15,,,,45490455,15290772,0
(주)나스미디어,89600,Dec-16,69943009,32461547,0,61749724,22510599,0
(주)나스미디어,89600,Dec-17,120275391,41552330,0,84283178,29299834,0
(주)나스미디어,89600,Dec-18,106607030,29817573,0,71877991,21307115,0
(주)나스미디어,89600,Dec-19,117006838,33851052,0,78372579,24632800,0
(주)나이벡,138610,Dec-11,,,,2702416,692752,643088
(주)나이벡,138610,Dec-12,,,,3875799,714592,609893
(주)나이벡,138610,Dec-13,,,,2271977,836659,956968
(주)나이벡,138610,Dec-14,,,,4786118,597313,954087
(주)나이벡,138610,Dec-15,,,,4173528,2361562,1235586
(주)나이벡,138610,Dec-16,,,,4804232,2003470,1729827
(주)나이벡,138610,Dec-17,,,,6302575,1851231,2410746
(주)나이벡,138610,Dec-18,,,,5207877,1904579,2543370
(주)나이벡,138610,Dec-19,,,,9287488,3094141,3456755
(주)나이스디앤비,130580,Dec-11,,,,17447086,1196024,0
(주)나이스디앤비,130580,Dec-12,,,,19285428,1070380,0
(주)나이스디앤비,130580,Dec-13,,,,19592150,1223763,0
(주)나이스디앤비,130580,Dec-14,,,,21139275,1856524,0
(주)나이스디앤비,130580,Dec-15,25675101,3014521,7672,23685546,1627695,0
(주)나이스디앤비,130580,Dec-16,33964917,2674712,1540,24018056,1490632,0
(주)나이스디앤비,130580,Dec-17,42282947,4690717,2397,32327045,3674577,0
(주)나이스디앤비,130580,Dec-18,52040929,5504818,1426,42167015,4499944,0
(주)나이스디앤비,130580,Dec-19,77330430,10380520,1426,50280560,6996718,0
(주)나이스홀딩스,34310,Dec-11,194810015,21564029,1694751,27906675,1614776,0
(주)나이스홀딩스,34310,Dec-12,211902144,24458313,2269950,32479387,1589428,0
(주)나이스홀딩스,34310,Dec-13,754166289,82083408,6825374,24585959,1632711,0
(주)나이스홀딩스,34310,Dec-14,936827214,122358937,33160441,24855128,1431056,0
(주)나이스홀딩스,34310,Dec-15,1090840202,114049331,45655382,30358130,1842600,0
(주)나이스홀딩스,34310,Dec-16,1346411434,132549169,51029234,33693212,1368545,0
(주)나이스홀딩스,34310,Dec-17,1450068987,133629111,65662108,37458486,2295850,0
(주)나이스홀딩스,34310,Dec-18,1611892148,182811106,99030907,40325277,1701837,0
(주)나이스홀딩스,34310,Dec-19,1877743691,209321239,81845667,44669568,2364411,0
(주)나인테크,267320,Dec-17,,,,,,
(주)나인테크,267320,Dec-18,,,,,,
(주)나인테크,267320,Dec-19,,,,,,
(주)남선알미늄,8350,Dec-11,302410988,78676599,22590739,302410988,78676599,22590739
(주)남선알미늄,8350,Dec-12,,,,308547177,83899753,17668291
(주)남선알미늄,8350,Dec-13,,,,353378515,97900550,18214824
(주)남선알미늄,8350,Dec-14,,,,341293036,90117768,21400097
(주)남선알미늄,8350,Dec-15,,,,350317585,90049760,46255223
(주)남선알미늄,8350,Dec-16,,,,400734305,87669269,42702810
(주)남선알미늄,8350,Dec-17,,,,400667879,85668947,24433168
(주)남선알미늄,8350,Dec-18,347834921,75018933,16883921,347834921,75018933,16883921
(주)남선알미늄,8350,Dec-19,324782177,60019467,16737678,324782177,60019467,16737678
(주)남성,4270,Dec-11,66156225,23529777,23448585,55212184,55898652,190298
(주)남성,4270,Dec-12,68020409,20831379,20882229,55616541,51772899,143394
(주)남성,4270,Dec-13,73072002,12096790,17409498,56628063,43349740,160475
(주)남성,4270,Dec-14,69059783,6451536,21920909,59274363,47548514,220342
(주)남성,4270,Dec-15,75864783,10137553,24875363,62237269,55492330,347163
(주)남성,4270,Dec-16,83724292,10115667,29452745,70870441,65363925,311378
(주)남성,4270,Dec-17,91991880,8650112,29040810,78335735,51711009,331980
(주)남성,4270,Dec-18,83251810,10448232,27135875,63605003,54205958,445596
(주)남성,4270,Dec-19,72953026,8173556,31945482,57819890,55448557,226185
(주)내츄럴엔도텍,168330,Dec-13,,,,84281121,6886000,4378662
(주)내츄럴엔도텍,168330,Dec-14,,,,124067457,9521107,10925603
(주)내츄럴엔도텍,168330,Dec-15,44506401,5257686,5521299,44506401,5257686,5521299
(주)내츄럴엔도텍,168330,Dec-16,6556020,3447096,6377994,6556020,3447096,6377994
(주)내츄럴엔도텍,168330,Dec-17,9238808,3163008,9523786,9238808,3163008,9345986
(주)내츄럴엔도텍,168330,Dec-18,8928362,2553549,5352584,8892649,2553549,4988582
(주)내츄럴엔도텍,168330,Dec-19,6580460,1808132,2508137,6615116,1818076,2262110
(주)네오리진,94860,Dec-11,42947694,9345277,8412741,23311768,6983801,4613238
(주)네오리진,94860,Dec-12,,,,24667502,10227323,4725952
(주)네오리진,94860,Dec-13,,,,41569623,11213694,4317225
(주)네오리진,94860,Dec-14,,,,34582751,10313298,1951288
(주)네오리진,94860,Dec-15,,,,12413198,2019070,1394665
(주)네오리진,94860,Dec-16,,,,10654596,2755162,838906
(주)네오리진,94860,Dec-17,9263380,3291511,1145684,9032026,3261444,865579
(주)네오리진,94860,Dec-18,,,,9064462,2877115,1173618
(주)네오리진,94860,Dec-19,,,,11270250,2677616,595205
(주)네오셈,253590,Dec-18,,,,,,
(주)네오셈,253590,Dec-19,27225588,8277509,4876962,25334754,10282337,4385704
(주)네오오토,212560,Dec-15,,,,115393747,7250873,5183624
(주)네오오토,212560,Dec-16,,,,140544448,9336240,6729152
(주)네오오토,212560,Dec-17,,,,128249343,13870104,7812998
(주)네오오토,212560,Dec-18,,,,115243742,12877539,8121878
(주)네오오토,212560,Dec-19,,,,118441501,15308660,7791137
(주)네오위즈,95660,Dec-11,667748340,124002101,451515,592103340,107736177,0
(주)네오위즈,95660,Dec-12,674589550,122481766,58859,588447125,109448009,0
(주)네오위즈,95660,Dec-13,442897817,45194089,295585,371656266,34379823,0
(주)네오위즈,95660,Dec-14,201029653,34717847,253894,139550248,22446400,0
(주)네오위즈,95660,Dec-15,190070606,33451287,8231,125990929,21724922,0
(주)네오위즈,95660,Dec-16,191038418,22386197,5127,117653566,8821866,0
(주)네오위즈,95660,Dec-17,174045348,22695172,10523,106849588,11169085,0
(주)네오위즈,95660,Dec-18,215490230,25856552,14492,155574255,14469922,0
(주)네오위즈,95660,Dec-19,254498033,26932409,23381,202617148,18086221,10708
(주)네오위즈홀딩스,42420,Dec-11,727227250,132022830,544399,13097599,2260436,61406
(주)네오위즈홀딩스,42420,Dec-12,742971136,130466438,397844,19093083,2213413,89009
(주)네오위즈홀딩스,42420,Dec-13,512084970,53154980,414118,3582577,276212,83004
(주)네오위즈홀딩스,42420,Dec-14,262205577,42046922,330905,1582089,171432,68145
(주)네오위즈홀딩스,42420,Dec-15,199471968,35170931,81897,634975,131193,65469
(주)네오위즈홀딩스,42420,Dec-16,201698095,24214983,60218,543311,131874,54969
(주)네오위즈홀딩스,42420,Dec-17,184864190,24677190,64564,551698,151950,52810
(주)네오위즈홀딩스,42420,Dec-18,228327081,25934722,72074,693917,202654,51870
(주)네오위즈홀딩스,42420,Dec-19,253948130,0,69190,1860715,0,45809
(주)네오크레마,311390,Dec-19,19776649,3774520,7195911,18448423,2577881,6232997
(주)네오티스,85910,Dec-11,,,,29184036,10040808,3203537
(주)네오티스,85910,Dec-12,,,,34980811,9750781,3922391
(주)네오티스,85910,Dec-13,36116964,9791371,3752685,36283655,9791371,3379172
(주)네오티스,85910,Dec-14,37658799,9408050,4258042,37658799,9122596,3626187
(주)네오티스,85910,Dec-15,35730680,9246908,4588946,35730680,9246908,4058755
(주)네오티스,85910,Dec-16,40161938,14123170,5041740,40161938,14123170,4299678
(주)네오티스,85910,Dec-17,43473210,14248758,4541748,43473210,14248758,3779620
(주)네오티스,85910,Dec-18,45195339,14707913,6245683,45195339,14707913,5315220
(주)네오티스,85910,Dec-19,42409365,14653075,5267828,42566577,14737620,4706137
(주)네오팜,92730,Dec-11,,,,16944305,3498231,1506742
(주)네오팜,92730,Dec-12,,,,18774372,3581922,2125351
(주)네오팜,92730,Dec-13,,,,20137821,4158591,2605413
(주)네오팜,92730,Dec-14,,,,25602822,3773139,2847033
(주)네오팜,92730,Dec-15,,,,35964570,4950182,4245175
(주)네오팜,92730,Dec-16,42368623,4718165,4156603,42257057,4770551,3972131
(주)네오팜,92730,Dec-17,53633507,7308842,4843618,53553213,7421970,4777494
(주)네오팜,92730,Dec-18,66274582,8919219,6844171,66336414,9248812,6625564
(주)네오팜,92730,Dec-19,83240333,9113966,5840464,83586492,10766889,5199580
(주)네오펙트,290660,Dec-18,5653093,4336047,2210544,4556630,6380558,1104076
(주)네오펙트,290660,Dec-19,12311251,5225297,2741235,5240117,2382388,939074
(주)네온테크,306620,Dec-18,,,,,,
(주)네온테크,306620,Dec-19,,,,,,
(주)네이블커뮤니케이션즈,153460,Dec-12,,,,28494249,11379348,87839
(주)네이블커뮤니케이션즈,153460,Dec-13,,,,21933881,7168697,1106727
(주)네이블커뮤니케이션즈,153460,Dec-14,23696900,9226708,667242,23815420,9224568,667242
(주)네이블커뮤니케이션즈,153460,Dec-15,,,,22857730,11107698,94154
(주)네이블커뮤니케이션즈,153460,Dec-16,,,,21590435,4267843,642128
(주)네이블커뮤니케이션즈,153460,Dec-17,,,,13473262,2953496,1409660
(주)네이블커뮤니케이션즈,153460,Dec-18,,,,15833273,1131692,621850
(주)네이블커뮤니케이션즈,153460,Dec-19,,,,12360704,1679761,76250
(주)네이처셀,7390,Dec-11,,,,22793853,3494383,6248126
(주)네이처셀,7390,Dec-12,,,,27205250,3860823,6023763
(주)네이처셀,7390,Dec-13,,,,29208214,3895867,4829731
(주)네이처셀,7390,Dec-14,,,,25355151,3719780,4516689
(주)네이처셀,7390,Dec-15,,,,30553552,4708462,4408145
(주)네이처셀,7390,Dec-16,,,,26787767,4365764,5660744
(주)네이처셀,7390,Dec-17,,,,27215252,4098893,4724717
(주)네이처셀,7390,Dec-18,,,,26715298,3685413,3203956
(주)네이처셀,7390,Dec-19,,,,23072026,3555112,3138708
(주)네패스,33640,Dec-11,276089822,45978329,17673601,215792824,36380249,12414952
(주)네패스,33640,Dec-12,290541326,50099152,19757411,257273977,45190527,16536155
(주)네패스,33640,Dec-13,364128942,44883329,25082399,229529877,36459266,11564614
(주)네패스,33640,Dec-14,328792875,43160758,16015638,191486707,35729983,10184487
(주)네패스,33640,Dec-15,279220555,40461550,14938559,219352855,36614285,10388643
(주)네패스,33640,Dec-16,254535006,37771085,9341156,223644590,34923192,7171671
(주)네패스,33640,Dec-17,285034101,30712356,8960470,261721389,28673738,6983022
(주)네패스,33640,Dec-18,273317888,34324047,7513570,267505341,32794987,7098710
