,회사명,거래소코드,회계년도,자산(*)(IFRS)(천원),자본(*)(IFRS)(천원),자본율(개별),자산(*)(IFRS)(천원)(연결),자본(*)(IFRS)(천원)(연결),자본율(연결)
162,(주)기산텔레콤,35460,17-Dec,"44,554","35,438",79.54,"70,137","34,992",49.89
163,(주)기산텔레콤,35460,18-Dec,"34,219","29,246",85.47,"56,180","31,641",56.32
164,(주)기산텔레콤,35460,19-Dec,"40,026","31,380",78.4,"66,790","34,691",51.94
165,(주)까뮤이앤씨,13700,11-Dec,"248,885","46,083",18.52,"248,885","46,083",18.52
166,(주)까뮤이앤씨,13700,12-Dec,"203,481","40,763",20.03,"203,481","40,763",20.03
167,(주)까뮤이앤씨,13700,13-Dec,"167,635","33,716",20.11,"167,635","33,716",20.11
168,(주)까뮤이앤씨,13700,14-Dec,"129,648","35,697",27.53,"129,648","35,697",27.53
169,(주)까뮤이앤씨,13700,15-Dec,"129,465","45,786",35.37,"129,465","45,786",35.37
170,(주)까뮤이앤씨,13700,16-Dec,"142,978","51,113",35.75,"142,978","51,113",35.75
171,(주)까뮤이앤씨,13700,17-Dec,"139,938","59,106",42.24,"139,938","59,106",42.24
172,(주)까뮤이앤씨,13700,18-Dec,"142,240","59,563",41.88,"142,240","59,563",41.88
173,(주)까뮤이앤씨,13700,19-Dec,"168,876","70,932",42,"168,876","70,932",42
174,(주)나노,187790,14-Dec,"11,962,881","10,625,714",88.82,"11,962,881","10,625,714",88.82
175,(주)나노,187790,15-Dec,"72,593","31,847",43.87,"99,496","42,660",42.88
176,(주)나노,187790,16-Dec,"57,351","27,068",47.2,"83,441","34,319",41.13
177,(주)나노,187790,17-Dec,"59,150","37,017",62.58,"91,575","44,902",49.03
178,(주)나노,187790,18-Dec,"66,624","44,484",66.77,"108,261","59,465",54.93
179,(주)나노,187790,19-Dec,"73,016","47,993",65.73,"116,141","62,022",53.4
180,(주)나노엔텍,39860,11-Dec,"50,081","29,212",58.33,"49,649","28,748",57.9
181,(주)나노엔텍,39860,12-Dec,"44,444","22,983",51.71,"44,437","22,977",51.71
182,(주)나노엔텍,39860,13-Dec,"46,319","25,096",54.18,"44,804","23,578",52.62
183,(주)나노엔텍,39860,14-Dec,"46,186","38,431",83.21,"43,261","35,502",82.06
184,(주)나노엔텍,39860,15-Dec,"58,551","49,032",83.74,"52,687","38,408",72.9
185,(주)나노엔텍,39860,16-Dec,"47,793","27,670",57.9,"45,708","25,577",55.96
186,(주)나노엔텍,39860,17-Dec,"45,401","26,788",59,"42,370","23,731",56.01
187,(주)나노엔텍,39860,18-Dec,"45,657","38,716",84.8,"42,162","35,150",83.37
188,(주)나노엔텍,39860,19-Dec,"50,555","45,112",89.23,"46,639","41,026",87.97
189,(주)나무가,190510,15-Dec,"147,631","59,686",40.43,"203,858","60,274",29.57
190,(주)나무가,190510,16-Dec,"114,797","71,264",62.08,"195,912","71,711",36.6
191,(주)나무가,190510,17-Dec,"73,845","28,107",38.06,"142,414","30,590",21.48
192,(주)나무가,190510,18-Dec,"78,001","38,512",49.37,"118,768","35,422",29.82
193,(주)나무가,190510,19-Dec,"157,114","49,647",31.6,"194,519","44,269",22.76
194,(주)나이벡,138610,11-Dec,"17,401","10,302",59.2,"17,401","10,302",59.2
195,(주)나이벡,138610,12-Dec,"16,460","8,857",53.81,"16,460","8,857",53.81
196,(주)나이벡,138610,13-Dec,"17,055","5,823",34.14,"17,055","5,823",34.14
197,(주)나이벡,138610,14-Dec,"14,148","5,079",35.9,"14,148","5,079",35.9
198,(주)나이벡,138610,15-Dec,"19,429","10,818",55.68,"19,429","10,818",55.68
199,(주)나이벡,138610,16-Dec,"22,970","9,841",42.84,"22,970","9,841",42.84
200,(주)나이벡,138610,17-Dec,"25,750","12,362",48.01,"25,750","12,362",48.01
201,(주)나이벡,138610,18-Dec,"22,318","10,576",47.39,"22,318","10,576",47.39
202,(주)나이벡,138610,19-Dec,"35,735","27,404",76.69,"35,735","27,404",76.69
203,(주)남선알미늄,8350,11-Dec,"224,293","43,707",19.49,"259,575","74,234",28.6
204,(주)남선알미늄,8350,12-Dec,"236,720","61,333",25.91,"236,720","61,333",25.91
205,(주)남선알미늄,8350,13-Dec,"237,577","70,828",29.81,"237,577","70,828",29.81
206,(주)남선알미늄,8350,14-Dec,"240,322","87,468",36.4,"240,322","87,468",36.4
207,(주)남선알미늄,8350,15-Dec,"286,102","103,068",36.02,"286,102","103,068",36.02
208,(주)남선알미늄,8350,16-Dec,"283,414","122,569",43.25,"283,414","122,569",43.25
209,(주)남선알미늄,8350,17-Dec,"284,649","147,810",51.93,"284,649","147,810",51.93
210,(주)남선알미늄,8350,18-Dec,"294,950","168,875",57.26,"303,023","168,720",55.68
211,(주)남선알미늄,8350,19-Dec,"292,560","176,357",60.28,"295,530","179,100",60.6
212,(주)남성,4270,11-Dec,"185,361","80,449",43.4,"222,934","86,424",38.77
213,(주)남성,4270,12-Dec,"189,441","81,342",42.94,"221,415","79,934",36.1
214,(주)남성,4270,13-Dec,"170,466","81,514",47.82,"200,079","78,185",39.08
215,(주)남성,4270,14-Dec,"170,615","80,189",47,"195,515","72,642",37.15
216,(주)남성,4270,15-Dec,"176,973","82,206",46.45,"201,741","70,994",35.19
217,(주)남성,4270,16-Dec,"169,336","74,053",43.73,"204,535","73,386",35.88
218,(주)남성,4270,17-Dec,"170,017","87,590",51.52,"203,436","87,393",42.96
219,(주)남성,4270,18-Dec,"168,663","83,103",49.27,"205,084","82,768",40.36
220,(주)남성,4270,19-Dec,"168,352","86,166",51.18,"204,792","85,924",41.96
221,(주)내츄럴엔도텍,168330,13-Dec,"68,290","50,780",74.36,"68,290","50,780",74.36
222,(주)내츄럴엔도텍,168330,14-Dec,"88,718","71,648",80.76,"88,718","71,648",80.76
223,(주)내츄럴엔도텍,168330,15-Dec,"68,049","49,082",72.13,"69,433","50,463",72.68
224,(주)내츄럴엔도텍,168330,16-Dec,"84,785","46,209",54.5,"85,875","47,297",55.08
225,(주)내츄럴엔도텍,168330,17-Dec,"76,004","45,761",60.21,"85,683","54,719",63.86
226,(주)내츄럴엔도텍,168330,18-Dec,"58,377","34,261",58.69,"61,166","36,487",59.65
227,(주)내츄럴엔도텍,168330,19-Dec,"46,385","18,939",40.83,"48,784","20,483",41.99
228,(주)네오리진,94860,11-Dec,"38,212","23,489",61.47,"50,507","30,439",60.27
229,(주)네오리진,94860,12-Dec,"43,333","26,663",61.53,"43,333","26,663",61.53
230,(주)네오리진,94860,13-Dec,"41,590","22,429",53.93,"41,590","22,429",53.93
231,(주)네오리진,94860,14-Dec,"30,255","11,993",39.64,"30,255","11,993",39.64
232,(주)네오리진,94860,15-Dec,"15,421","10,970",71.14,"15,421","10,970",71.14
233,(주)네오리진,94860,16-Dec,"15,596","11,810",75.72,"15,596","11,810",75.72
234,(주)네오리진,94860,17-Dec,"17,731","14,602",82.35,"17,684","14,546",82.26
235,(주)네오리진,94860,18-Dec,"14,692","11,790",80.25,"14,692","11,790",80.25
236,(주)네오리진,94860,19-Dec,"14,067","10,818",76.9,"14,067","10,818",76.9
237,(주)네오펙트,290660,18-Dec,"41,288","34,312",83.1,"35,920","28,251",78.65
238,(주)네오펙트,290660,19-Dec,"43,812","17,133",39.11,"47,016","12,555",26.7
239,(주)네이처셀,7390,11-Dec,"26,206","8,001",30.53,"26,206","8,001",30.53
240,(주)네이처셀,7390,12-Dec,"24,825","8,625",34.74,"24,825","8,625",34.74
241,(주)네이처셀,7390,13-Dec,"23,017","10,771",46.8,"23,017","10,771",46.8
242,(주)네이처셀,7390,14-Dec,"24,537","13,749",56.03,"24,537","13,749",56.03
243,(주)네이처셀,7390,15-Dec,"45,970","31,687",68.93,"45,970","31,687",68.93
244,(주)네이처셀,7390,16-Dec,"52,667","34,018",64.59,"52,667","34,018",64.59
245,(주)네이처셀,7390,17-Dec,"51,441","39,482",76.75,"51,441","39,482",76.75
246,(주)네이처셀,7390,18-Dec,"52,875","43,129",81.57,"52,875","43,129",81.57
247,(주)네이처셀,7390,19-Dec,"93,110","81,889",87.95,"93,110","81,889",87.95
248,(주)네패스,33640,11-Dec,"268,637","157,760",58.73,"319,659","143,407",44.86
249,(주)네패스,33640,12-Dec,"313,471","175,124",55.87,"338,761","156,834",46.3
250,(주)네패스,33640,13-Dec,"308,568","154,117",49.95,"395,088","116,590",29.51
251,(주)네패스,33640,14-Dec,"308,802","118,480",38.37,"385,539","149,439",38.76
252,(주)네패스,33640,15-Dec,"287,262","126,953",44.19,"355,859","138,093",38.81
253,(주)네패스,33640,16-Dec,"275,812","131,855",47.81,"298,597","115,821",38.79
254,(주)네패스,33640,17-Dec,"292,765","139,185",47.54,"308,121","120,875",39.23
255,(주)네패스,33640,18-Dec,"286,764","165,864",57.84,"281,992","141,206",50.07
256,(주)네패스,33640,19-Dec,"392,538","201,123",51.24,"521,648","190,640",36.55
257,(주)넥스트엔터테인먼트월드,160550,14-Dec,"173,643","124,818",71.88,"179,334","129,192",72.04
258,(주)넥스트엔터테인먼트월드,160550,15-Dec,"192,489","129,733",67.4,"200,430","132,954",66.33
259,(주)넥스트엔터테인먼트월드,160550,16-Dec,"218,017","132,239",60.66,"230,524","136,657",59.28
260,(주)넥스트엔터테인먼트월드,160550,17-Dec,"223,093","128,169",57.45,"256,463","130,743",50.98
261,(주)넥스트엔터테인먼트월드,160550,18-Dec,"210,371","118,751",56.45,"256,523","129,093",50.32
262,(주)넥스트엔터테인먼트월드,160550,19-Dec,"212,129","113,481",53.5,"313,341","121,871",38.89
263,(주)넥슨게임즈,225570,15-Dec,"17,952,546","16,815,362",93.67,"17,952,546","16,815,362",93.67
264,(주)넥슨게임즈,225570,16-Dec,"17,793,752","16,681,132",93.75,"17,793,752","16,681,132",93.75
265,(주)넥슨게임즈,225570,17-Dec,"42,989","29,508",68.64,"42,989","29,508",68.64
266,(주)넥슨게임즈,225570,18-Dec,"29,416","18,669",63.47,"29,416","18,669",63.47
267,(주)넥슨게임즈,225570,19-Dec,"72,946","38,151",52.3,"72,946","38,151",52.3
268,(주)넵튠,217270,15-Dec,"10,610,457","10,096,043",95.15,"10,610,457","10,096,043",95.15
269,(주)넵튠,217270,16-Dec,"43,887","42,062",95.84,"47,885","38,942",81.32
270,(주)넵튠,217270,17-Dec,"105,561","92,165",87.31,"110,288","82,454",74.76
271,(주)넵튠,217270,18-Dec,"123,729","82,121",66.37,"129,608","68,807",53.09
272,(주)넵튠,217270,19-Dec,"113,006","74,564",65.98,"115,667","62,003",53.6
273,(주)노블엠앤비,106520,12-Dec,"92,004","44,693",48.58,"91,659","42,756",46.65
274,(주)노블엠앤비,106520,13-Dec,"128,994","61,531",47.7,"129,473","60,949",47.07
275,(주)노블엠앤비,106520,14-Dec,"103,247","54,124",52.42,"104,172","55,025",52.82
276,(주)노블엠앤비,106520,15-Dec,"128,982","78,455",60.83,"161,827","86,718",53.59
277,(주)노블엠앤비,106520,16-Dec,"93,648","53,762",57.41,"124,086","67,982",54.79
278,(주)노블엠앤비,106520,17-Dec,"97,889","53,060",54.2,"118,175","60,546",51.23
279,(주)노블엠앤비,106520,18-Dec,"89,146","29,162",32.71,"110,217","37,094",33.66
280,(주)노블엠앤비,106520,19-Dec,"93,644","43,168",46.1,"106,374","49,286",46.33
281,(주)녹십자엠에스,142280,14-Dec,"52,099","31,503",60.47,"52,099","31,503",60.47
282,(주)녹십자엠에스,142280,15-Dec,"67,895","31,655",46.62,"72,607","32,959",45.39
283,(주)녹십자엠에스,142280,16-Dec,"60,321","29,465",48.85,"63,605","30,307",47.65
284,(주)녹십자엠에스,142280,17-Dec,"57,624","26,094",45.28,"61,564","27,417",44.53
285,(주)녹십자엠에스,142280,18-Dec,"60,982","15,986",26.21,"63,973","16,763",26.2
286,(주)녹십자엠에스,142280,19-Dec,"85,901","49,888",58.08,"88,866","50,770",57.13
287,(주)녹원씨엔아이,65560,11-Dec,"19,340","8,988",46.47,"20,811","9,494",45.62
288,(주)녹원씨엔아이,65560,12-Dec,"14,680","5,888",40.11,"19,330","8,474",43.84
289,(주)녹원씨엔아이,65560,13-Dec,"11,576","4,812",41.57,"12,655","5,869",46.38
290,(주)녹원씨엔아이,65560,14-Dec,"15,797","12,177",77.08,"21,914","12,657",57.76
291,(주)녹원씨엔아이,65560,15-Dec,"18,469","12,640",68.44,"24,797","18,255",73.62
292,(주)녹원씨엔아이,65560,16-Dec,"11,148","9,796",87.87,"11,149","9,748",87.43
