구분,코드,산업명,2011 ,2012 ,2013 ,2014 ,2015 ,2016 ,2017 ,2018 ,2019 
(주)도화엔지니어링,002150,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)동구바이오제약,006620,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,41.44 ,43.56 
(주)동국알앤에스,075970,  비금속 광물제품 제조업,87.62 ,86.97 ,88.25 ,87.08 ,87.89 ,85.79 ,82.19 ,82.27 ,84.07 
(주)동국에스엔씨,100130,  금속가공제품 제조업; 기계 및 가구 제외,91.62 ,88.11 ,89.66 ,90.79 ,89.49 ,81.39 ,86.69 ,92.65 ,83.87 
(주)동남합성,023450,  화학물질 및 화학제품 제조업; 의약품 제외,90.31 ,88.75 ,86.91 ,87.46 ,85.26 ,84.74 ,92.90 ,88.73 ,86.23 
(주)동방,004140,  육상운송 및 파이프라인 운송업,91.10 ,91.44 ,94.14 ,94.12 ,90.67 ,84.54 ,92.38 ,92.49 ,92.22 
(주)동방선기,099410,  기타 운송장비 제조업,85.33 ,83.48 ,84.41 ,87.47 ,84.52 ,86.02 ,93.56 ,103.10 ,94.05 
(주)동방아그로,007590,  화학물질 및 화학제품 제조업; 의약품 제외,70.24 ,70.07 ,69.32 ,68.27 ,69.69 ,71.78 ,70.89 ,71.25 ,71.30 
(주)동서,026960,  도매 및 상품 중개업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,84.57 ,84.57 ,85.46 ,84.82 
(주)동성케미컬,102260,  전문 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,85.07 ,83.46 ,83.19 ,92.82 ,94.48 
(주)동성화인텍,033500,  화학물질 및 화학제품 제조업; 의약품 제외,89.36 ,85.71 ,88.36 ,87.64 ,87.59 ,86.73 ,99.82 ,92.45 ,79.72 
(주)동아엘텍,088130,  기타 기계 및 장비 제조업,69.61 ,79.41 ,73.26 ,76.93 ,70.63 ,71.60 ,80.85 ,80.59 ,75.17 
(주)동아지질,028100,  전문직별 공사업,94.93 ,93.84 ,96.39 ,96.22 ,96.52 ,93.20 ,90.68 ,88.80 ,91.19 
(주)동양,001520,  비금속 광물제품 제조업,81.22 ,79.04 ,88.00 ,85.65 ,87.23 ,87.71 ,87.04 ,88.68 ,89.76 
(주)동양고속,084670,  육상운송 및 파이프라인 운송업,81.73 ,83.49 ,83.31 ,78.76 ,81.54 ,80.30 ,85.11 ,89.39 ,86.10 
(주)동양에스텍,060380,  1차 금속 제조업,94.42 ,95.78 ,94.95 ,95.84 ,94.26 ,93.25 ,94.59 ,95.05 ,95.40 
(주)동우팜투테이블,088910,  식료품 제조업,90.39 ,94.04 ,89.21 ,90.84 ,91.67 ,89.41 ,86.27 ,86.96 ,92.04 
(주)동운아나텍,094170,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,60.87 ,70.05 ,75.33 ,78.14 ,71.83 
(주)동원개발,013120,  종합 건설업,85.14 ,86.38 ,82.33 ,74.07 ,74.82 ,72.90 ,72.51 ,71.59 ,81.16 
(주)동원에프앤비,049770,  식료품 제조업,72.18 ,74.09 ,72.11 ,69.16 ,68.75 ,69.39 ,70.14 ,71.45 ,70.28 
(주)동일기연,032960,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",62.88 ,64.11 ,64.09 ,65.85 ,61.32 ,62.72 ,62.19 ,69.98 ,65.88 
(주)동진쎄미켐,005290,  화학물질 및 화학제품 제조업; 의약품 제외,89.61 ,86.75 ,85.75 ,86.24 ,84.40 ,87.04 ,82.34 ,82.19 ,79.49 
(주)두산,000150,  전문 서비스업,76.74 ,77.61 ,71.87 ,71.91 ,73.50 ,71.44 ,73.63 ,74.09 ,79.28 
(주)두산테스나,131970,"  기타 전문, 과학 및 기술 서비스업",#DIV/0!,#DIV/0!,72.69 ,80.38 ,104.86 ,100.05 ,75.41 ,67.65 ,68.56 
(주)두올,016740,  자동차 및 트레일러 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,86.40 ,84.26 ,86.89 ,87.50 
(주)듀오백,073190,  가구 제조업,68.99 ,72.52 ,71.97 ,74.97 ,75.74 ,75.86 ,71.71 ,76.64 ,72.68 
(주)드래곤플라이,030350,  출판업,6.10 ,9.22 ,0.56 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)드림시큐리티,203650,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,74.28 ,70.34 ,70.93 
(주)드림어스컴퍼니,060570,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",95.35 ,78.64 ,78.97 ,65.73 ,62.71 ,72.50 ,79.70 ,76.07 ,84.76 
(주)드림텍,192650,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,87.78 
(주)디딤,217620,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,48.51 ,47.88 ,52.41 
(주)디모아,016670,  도매 및 상품 중개업,77.74 ,79.62 ,79.12 ,79.50 ,79.50 ,85.23 ,86.51 ,27.39 ,5.28 
(주)디바이스이엔지,187870,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,82.59 ,71.28 ,74.84 
(주)디비아이엔씨,012030,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",89.83 ,88.77 ,88.90 ,88.44 ,88.67 ,86.45 ,87.61 ,88.64 ,79.15 
(주)디스플레이테크,066670,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",93.65 ,90.80 ,92.38 ,93.68 ,93.23 ,89.11 ,85.04 ,85.44 ,75.01 
(주)디아이,003160,"  의료, 정밀, 광학기기 및 시계 제조업",75.30 ,77.78 ,73.80 ,72.10 ,71.86 ,67.47 ,67.86 ,69.85 ,71.95 
(주)디아이씨,092200,  자동차 및 트레일러 제조업,88.32 ,89.80 ,89.45 ,89.20 ,86.49 ,87.15 ,88.44 ,89.44 ,96.57 
(주)디아크,078590,  자동차 및 트레일러 제조업,85.64 ,87.27 ,86.89 ,88.25 ,86.64 ,83.81 ,81.04 ,78.31 ,79.90 
(주)디알비동일,004840,  고무 및 플라스틱제품 제조업,78.80 ,77.02 ,75.03 ,74.59 ,74.19 ,73.53 ,76.06 ,76.80 ,76.87 
(주)디알젬,263690,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,71.45 ,71.05 
(주)디알텍,214680,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,53.37 ,59.21 ,57.85 ,56.71 
(주)디앤씨미디어,263720,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,0.00 ,0.00 ,0.00 
(주)디에스앤엘,141020,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,83.15 ,87.68 ,101.10 ,89.20 ,86.23 ,88.32 ,50.01 
(주)디에스케이,109740,  기타 기계 및 장비 제조업,81.09 ,92.86 ,86.09 ,85.67 ,77.82 ,76.85 ,80.64 ,74.19 ,75.11 
(주)디에이테크놀로지,196490,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,80.93 ,89.19 ,89.23 ,89.36 ,87.76 ,86.85 
(주)디에이피,066900,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",97.58 ,86.44 ,86.68 ,93.36 ,91.03 ,93.85 ,93.83 ,92.77 ,95.76 
(주)디엔에이링크,127120,  연구개발업,61.07 ,72.65 ,149.15 ,103.87 ,114.40 ,97.29 ,55.49 ,73.24 ,83.60 
(주)디엔에프,092070,  화학물질 및 화학제품 제조업; 의약품 제외,58.53 ,63.75 ,95.69 ,57.27 ,55.64 ,57.68 ,61.15 ,59.62 ,64.71 
(주)디엔오토모티브,007340,  고무 및 플라스틱제품 제조업,89.27 ,89.81 ,87.72 ,89.90 ,87.52 ,87.88 ,95.36 ,90.07 ,85.95 
(주)디엠에스,068790,  기타 기계 및 장비 제조업,78.09 ,85.36 ,80.21 ,83.03 ,75.42 ,86.51 ,84.85 ,80.02 ,77.55 
(주)디오,039840,"  의료, 정밀, 광학기기 및 시계 제조업",40.79 ,38.69 ,53.72 ,52.06 ,47.51 ,34.87 ,31.65 ,34.09 ,27.22 
(주)디와이디,219550,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,46.42 ,62.22 ,66.07 
(주)디이엔티,079810,  기타 기계 및 장비 제조업,92.92 ,92.63 ,94.03 ,97.33 ,83.91 ,103.45 ,93.74 ,106.38 ,102.41 
(주)디지아이,043360,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",73.22 ,73.45 ,77.02 ,71.05 ,72.13 ,73.31 ,73.86 ,73.43 ,76.36 
(주)디지캡,197140,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,71.24 ,72.97 
(주)디지털대성,068930,  전문 서비스업,65.14 ,58.80 ,54.83 ,53.43 ,51.27 ,51.80 ,52.05 ,54.27 ,55.21 
(주)디지틀조선일보,033130,  출판업,78.61 ,75.22 ,76.99 ,77.33 ,77.57 ,76.39 ,74.86 ,71.56 ,79.15 
(주)디케이앤디,263020,  고무 및 플라스틱제품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,81.90 ,81.44 
(주)디케이티,290550,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,90.80 ,90.79 
(주)디티앤씨,187220,"  건축기술, 엔지니어링 및 기타 과학기술 서비스업",#DIV/0!,#DIV/0!,#DIV/0!,46.55 ,65.91 ,66.70 ,64.43 ,62.86 ,73.62 
(주)딜리,131180,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",64.68 ,66.93 ,67.69 ,68.42 ,62.86 ,66.04 ,72.74 ,74.33 ,71.10 
(주)라닉스,317120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,38.45 
(주)라온테크,232680,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,80.23 ,72.53 
(주)라이온켐텍,171120,  화학물질 및 화학제품 제조업; 의약품 제외,#DIV/0!,#DIV/0!,72.97 ,74.88 ,72.10 ,71.90 ,83.66 ,88.59 ,83.55 
(주)라이트론,069540,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",87.87 ,86.45 ,90.68 ,89.25 ,96.69 ,83.33 ,87.11 ,80.32 ,63.33 
(주)라파스,214260,  화학물질 및 화학제품 제조업; 의약품 제외,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,56.83 
(주)락앤락,115390,  고무 및 플라스틱제품 제조업,59.52 ,62.25 ,64.70 ,64.15 ,64.24 ,63.29 ,58.19 ,55.78 ,62.90 
(주)랩지노믹스,084650,  연구개발업,#DIV/0!,#DIV/0!,#DIV/0!,49.35 ,52.00 ,55.30 ,61.85 ,65.73 ,59.64 
(주)러셀,217500,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,69.68 ,79.38 
(주)레고켐바이오사이언스,141080,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,0.00 ,0.00 ,38.63 ,72.39 ,60.93 ,67.07 ,31.13 
(주)레드로버,060300,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",68.16 ,95.91 ,58.01 ,69.15 ,86.27 ,76.99 ,97.69 ,184.61 ,121.41 
(주)레드캡투어,038390,  사업지원 서비스업,58.37 ,64.96 ,66.58 ,66.66 ,69.94 ,73.56 ,0.00 ,16.57 ,16.20 
(주)레이,228670,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,58.19 
(주)레이언스,228850,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,60.82 ,63.55 ,62.64 ,59.77 
(주)레이크머티리얼즈,281740,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
(주)로보로보,215100,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,59.50 ,56.68 ,62.24 
(주)로보스타,090360,  기타 기계 및 장비 제조업,82.54 ,88.77 ,85.61 ,82.85 ,79.65 ,82.75 ,85.44 ,89.11 ,91.47 
(주)로보티즈,108490,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,53.46 ,52.40 
(주)로지시스,067730,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,93.07 ,91.58 ,90.11 ,89.66 ,89.37 
(주)루멘스,038060,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.17 ,83.76 ,80.82 ,84.20 ,87.28 ,84.88 ,87.63 ,95.68 ,110.06 
(주)루트로닉,085370,"  의료, 정밀, 광학기기 및 시계 제조업",57.33 ,54.13 ,54.79 ,53.11 ,49.29 ,47.23 ,52.32 ,56.10 ,56.06 
(주)룽투코리아,060240,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",17.16 ,11.44 ,14.38 ,18.25 ,24.57 ,19.44 ,33.73 ,30.53 ,29.02 
(주)리노스,039980,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",49.45 ,65.50 ,55.26 ,53.60 ,51.27 ,56.98 ,57.17 ,54.88 ,64.38 
(주)리더스코스메틱,016100,"  펄프, 종이 및 종이제품 제조업",86.29 ,80.74 ,81.62 ,65.67 ,60.63 ,59.91 ,57.19 ,51.04 ,65.48 
(주)리드,197210,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87.13 ,85.94 ,101.94 ,70.64 ,99.76 
(주)리드코프,012700,  도매 및 상품 중개업,60.69 ,59.89 ,57.28 ,61.16 ,56.15 ,59.06 ,57.49 ,59.26 ,79.50 
(주)리메드,302550,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,42.45 
(주)링네트,042500,"  컴퓨터 프로그래밍, 시스템 통합 및 관리업",85.50 ,86.09 ,86.17 ,87.47 ,87.49 ,89.62 ,90.13 ,90.42 ,86.18 
(주)링크제니시스,219420,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,64.59 ,72.23 
(주)마니커,027740,  식료품 제조업,91.76 ,97.41 ,91.90 ,95.14 ,95.31 ,93.22 ,91.78 ,91.56 ,97.12 
(주)마니커에프앤지,195500,  식료품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,85.73 
(주)마이크로디지탈,305090,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,104.08 
(주)마이크로컨텍솔루션,098120,  전기장비 제조업,65.70 ,67.18 ,69.88 ,66.39 ,76.32 ,85.50 ,88.19 ,94.76 ,86.23 
(주)마이크로프랜드,147760,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,76.66 ,75.62 ,91.98 ,88.89 
(주)마크로젠,038290,  연구개발업,53.01 ,57.99 ,56.10 ,60.42 ,61.71 ,61.92 ,60.74 ,62.00 ,66.91 
(주)만도,204320,  자동차 및 트레일러 제조업,#DIV/0!,#DIV/0!,#DIV/0!,89.46 ,88.17 ,87.52 ,91.15 ,87.81 ,85.38 
(주)매직마이크로,127160,  전기장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,87.46 ,100.31 ,94.85 ,91.82 ,95.46 
(주)매커스,093520,  도매 및 상품 중개업,76.75 ,79.85 ,81.54 ,78.79 ,80.18 ,80.89 ,79.28 ,74.40 ,77.52 
(주)머큐리,100590,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,82.55 ,85.10 
(주)멀티캠퍼스,067280,  정보서비스업,67.21 ,69.42 ,70.76 ,66.57 ,65.59 ,65.65 ,73.22 ,73.52 ,75.87 
(주)메드팩토,235980,  연구개발업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!
(주)메디아나,041920,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,#DIV/0!,62.81 ,62.59 ,64.10 ,66.63 ,68.94 ,64.46 
(주)메디콕스,054180,  도매 및 상품 중개업,76.61 ,80.40 ,82.01 ,80.28 ,84.78 ,82.75 ,91.69 ,94.09 ,83.47 
(주)메디톡스,086900,  의료용 물질 및 의약품 제조업,12.54 ,9.36 ,14.28 ,10.23 ,18.38 ,19.44 ,20.40 ,28.62 ,36.25 
(주)메디프론디비티,065650,  도매 및 상품 중개업,80.88 ,103.91 ,95.43 ,101.55 ,83.16 ,88.53 ,88.32 ,93.08 ,95.15 
(주)메지온,140410,  연구개발업,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,35.59 ,83.91 ,83.04 ,83.65 
(주)메카로,241770,  화학물질 및 화학제품 제조업; 의약품 제외,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,47.17 ,47.27 ,58.17 
(주)메타랩스,090370,"  의복, 의복 액세서리 및 모피제품 제조업",38.74 ,41.54 ,38.55 ,38.28 ,62.60 ,75.98 ,68.05 ,79.86 ,47.84 
(주)메타바이오메드,059210,  의료용 물질 및 의약품 제조업,53.92 ,59.24 ,61.89 ,68.41 ,57.03 ,62.02 ,60.99 ,65.22 ,67.23 
(주)멕아이씨에스,058110,"  의료, 정밀, 광학기기 및 시계 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,53.91 ,58.01 ,58.79 ,64.25 ,56.84 
(주)멜파스,096640,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",85.67 ,86.56 ,95.66 ,98.36 ,93.63 ,76.42 ,119.73 ,102.28 ,83.85 
(주)모나리자,012690,"  펄프, 종이 및 종이제품 제조업",76.94 ,74.82 ,75.78 ,75.85 ,76.48 ,74.69 ,75.24 ,82.12 ,79.09 
(주)모나미,005360,  도매 및 상품 중개업,82.93 ,83.39 ,77.74 ,72.06 ,69.58 ,68.01 ,66.89 ,69.70 ,70.24 
(주)모다이노칩,080420,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",60.49 ,56.09 ,63.12 ,62.13 ,70.66 ,38.92 ,28.21 ,32.86 ,34.55 
(주)모두투어네트워크,080160,  사업지원 서비스업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,22.01 ,15.33 
(주)모바일리더,100030,  출판업,69.32 ,66.74 ,58.61 ,61.90 ,63.43 ,56.07 ,46.91 ,61.91 ,70.00 
(주)모베이스,101330,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",88.31 ,85.77 ,82.81 ,73.55 ,77.87 ,65.98 ,66.31 ,44.24 ,38.40 
(주)모베이스전자,012860,  자동차 및 트레일러 제조업,93.52 ,96.92 ,95.11 ,94.73 ,94.60 ,94.13 ,95.90 ,93.81 ,92.79 
(주)모비스,250060,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,64.21 ,73.19 ,66.44 
(주)모아텍,033200,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",90.26 ,95.19 ,96.97 ,97.11 ,84.24 ,83.62 ,#DIV/0!,83.14 ,83.39 
(주)모토닉,009680,  자동차 및 트레일러 제조업,88.84 ,87.05 ,88.61 ,88.23 ,88.90 ,92.09 ,87.20 ,87.83 ,87.34 
(주)모헨즈,006920,  비금속 광물제품 제조업,93.49 ,92.46 ,91.35 ,92.28 ,93.17 ,93.72 ,94.27 ,94.66 ,92.93 
(주)무학,033920,  음료 제조업,54.17 ,55.32 ,53.14 ,52.09 ,51.66 ,50.49 ,52.08 ,57.98 ,60.41 
(주)미래생명자원,218150,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,78.81 ,76.00 ,82.06 
(주)미래아이앤지,007120,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",70.22 ,79.75 ,79.67 ,86.62 ,65.68 ,69.71 ,66.43 ,76.18 ,72.09 
(주)미래컴퍼니,049950,  기타 기계 및 장비 제조업,71.97 ,60.45 ,68.60 ,80.77 ,69.48 ,72.09 ,64.72 ,74.80 ,71.46 
(주)미코,059090,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",68.85 ,65.60 ,79.55 ,71.64 ,64.03 ,64.67 ,64.49 ,66.87 ,64.37 
(주)미투온,201490,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,71.90 ,86.73 ,80.01 ,76.28 
(주)바른손,018700,"  펄프, 종이 및 종이제품 제조업",61.20 ,62.19 ,61.12 ,59.32 ,58.65 ,52.87 ,43.18 ,80.71 ,55.81 
(주)바른손이앤에이,035620,  출판업,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)바른전자,064520,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",91.04 ,88.01 ,90.97 ,90.75 ,91.38 ,92.67 ,104.29 ,109.80 ,113.74 
(주)바이넥스,053030,  의료용 물질 및 의약품 제조업,46.07 ,53.51 ,66.71 ,57.25 ,54.68 ,64.05 ,63.60 ,53.63 ,54.69 
(주)바이오니아,064550,  의료용 물질 및 의약품 제조업,45.33 ,40.38 ,42.16 ,43.88 ,40.52 ,48.01 ,42.49 ,48.70 ,52.32 
(주)바이오로그디바이스,208710,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,95.01 ,89.53 ,89.09 ,89.08 ,87.06 
(주)바이오솔루션,086820,  의료용 물질 및 의약품 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,33.37 ,33.56 
(주)바이오스마트,038460,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",65.99 ,62.29 ,72.72 ,75.90 ,75.61 ,80.03 ,76.97 ,77.73 ,79.45 
(주)바이오톡스텍,086040,  연구개발업,59.72 ,73.82 ,80.35 ,89.34 ,90.17 ,73.52 ,71.46 ,76.11 ,82.02 
(주)바텍,043150,"  의료, 정밀, 광학기기 및 시계 제조업",74.07 ,80.35 ,76.85 ,75.20 ,77.57 ,74.68 ,65.35 ,65.53 ,64.90 
(주)방림,003610,  섬유제품 제조업; 의복제외,93.06 ,92.01 ,91.62 ,92.16 ,89.58 ,88.29 ,87.46 ,91.40 ,90.86 
(주)배럴,267790,"  의복, 의복 액세서리 및 모피제품 제조업",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,37.56 ,38.07 
(주)백금티앤에이,046310,  도매 및 상품 중개업,84.63 ,88.08 ,83.97 ,82.03 ,81.66 ,80.41 ,82.86 ,79.05 ,77.71 
(주)백산,035150,  고무 및 플라스틱제품 제조업,86.49 ,83.58 ,89.50 ,87.47 ,84.02 ,79.29 ,78.59 ,81.04 ,78.66 
(주)버킷스튜디오,066410,  영상ㆍ오디오 기록물 제작 및 배급업,71.99 ,95.59 ,64.26 ,65.70 ,68.27 ,74.71 ,63.66 ,72.27 ,66.09 
(주)베노홀딩스,206400,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,0.00 ,0.00 ,0.00 ,0.00 
(주)베셀,177350,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,68.46 ,78.24 ,73.10 ,77.29 ,91.08 
(주)베스파,299910,  출판업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,0.00 ,0.00 
(주)벽산,007210,  비금속 광물제품 제조업,78.45 ,80.26 ,79.35 ,78.62 ,76.55 ,77.79 ,79.07 ,82.17 ,87.63 
(주)보광산업,225530,  비금속광물 광업; 연료용 제외,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,57.44 ,66.93 ,68.54 ,78.49 ,75.29 
(주)보라티알,250000,  도매 및 상품 중개업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,57.44 ,63.01 ,73.87 
(주)보락,002760,  화학물질 및 화학제품 제조업; 의약품 제외,82.74 ,80.41 ,84.48 ,84.79 ,83.64 ,83.57 ,83.69 ,83.77 ,86.43 
(주)보령,003850,  의료용 물질 및 의약품 제조업,58.97 ,59.52 ,56.94 ,55.45 ,57.90 ,56.83 ,60.30 ,59.03 ,57.47 
(주)본느,226340,  기타금융업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,#DIV/0!,66.58 ,66.85 
(주)부-스타,008470,  금속가공제품 제조업; 기계 및 가구 제외,80.39 ,80.77 ,80.93 ,82.48 ,80.51 ,79.61 ,81.98 ,82.64 ,83.37 
(주)부방,014470,  소매업; 자동차 제외,75.38 ,73.91 ,69.19 ,65.31 ,70.10 ,62.00 ,74.58 ,56.52 ,37.73 
(주)뷰웍스,100120,"  의료, 정밀, 광학기기 및 시계 제조업",51.88 ,49.60 ,53.78 ,51.20 ,54.89 ,49.43 ,50.35 ,49.04 ,47.47 
(주)브리지텍,064480,  출판업,83.38 ,73.05 ,75.88 ,82.75 ,80.56 ,77.56 ,101.04 ,89.40 ,98.75 
(주)브이원텍,251630,  기타 기계 및 장비 제조업,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.00 ,#DIV/0!,50.73 ,61.17 ,65.53 
(주)브이티지엠피,018290,"  전자부품, 컴퓨터, 영상, 음향 및 통신장비 제조업",84.93 ,87.66 ,83.10 ,85.53 ,109.95 ,99.04 ,105.02 ,76.31 ,75.80 
(주)블루베리엔에프티,044480,  고무 및 플라스틱제품 제조업,96.53 ,81.88 ,83.08 ,90.34 ,92.05 ,87.79 ,88.38 ,82.73 ,75.75 
