회사명,거래소코드,회계년도,이자보상배율(이자비용),이자보상배율(이자비용)(IFRS연결),이보배,,,,,,,,,,,,,,,,,,,,
에이피에스홀딩스(주),54620,07-Dec,-4.93,,,,,,,,,,,,,,,,,,,,,,
에이피에스홀딩스(주),54620,08-Dec,1.65,,,,,,,,,,,,,,,,,,,,,,
에이피에스홀딩스(주),54620,09-Dec,2.11,,,,,,,,,,,,,,,,,,,,,,
에이피에스홀딩스(주),54620,10-Dec,-1.43,-5.67,,,,,,,,,,,,,,,,,,,,,
에이피에스홀딩스(주),54620,11-Dec,10.15,9.81,,,,,,,,,,,,,,,,,,,,,
에이피에스홀딩스(주),54620,12-Dec,5.88,5.9,,,,,,,,,,,,,,,,,,,,,
에이피에스홀딩스(주),54620,13-Dec,7.27,7.53,,,,,,,,,,,,,,,,,,,,,
에이피에스홀딩스(주),54620,14-Dec,1.82,1.47,,,,,,,,,,,,,,,,,,,,,
에이피에스홀딩스(주),54620,15-Dec,4.95,3.95,,,,,,,,,,,,,,,,,,,,,
에이피에스홀딩스(주),54620,16-Dec,33.12,14.49,,,,,,,,,,,,,,,,,,,,,
에이피에스홀딩스(주),54620,17-Dec,-5.43,0.44,,,,,,,,,,,,,,,,,,,,,
에이피에스홀딩스(주),54620,18-Dec,-95.2,-4.41,,,,,,,,,,,,,,,,,,,,,
에이피에스홀딩스(주),54620,19-Dec,-47.75,-8.66,,,,,,,,,,,,,,,,,,,,,
에이피위성(주),211270,11-Dec,,,,,,,,,,,,,,,,,,,,,,,
에이피위성(주),211270,12-Dec,-168.57,,,,,,,,,,,,,,,,,,,,,,
에이피위성(주),211270,13-Dec,3721.39,,,,,,,,,,,,,,,,,,,,,,
에이피위성(주),211270,14-Dec,8550.68,,,,,,,,,,,,,,,,,,,,,,
에이피위성(주),211270,15-Dec,9623.01,,,,,,,,,,,,,,,,,,,,,,
에이피위성(주),211270,16-Dec,118.19,,,,,,,,,,,,,,,,,,,,,,
에이피위성(주),211270,17-Dec,2474.02,,,,,,,,,,,,,,,,,,,,,,
에이피위성(주),211270,18-Dec,852.96,,,,,,,,,,,,,,,,,,,,,,
에이피위성(주),211270,19-Dec,1115.21,,,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,05-Dec,,,,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,06-Dec,-12.86,,,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,07-Dec,1.49,,,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,08-Dec,-7.04,,,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,09-Dec,-4.82,,,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,10-Dec,-8.79,,,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,11-Dec,-3.23,,,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,12-Dec,-3.93,,,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,13-Dec,-16.81,,,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,14-Dec,-15.25,,,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,17-Dec,869.57,,,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,18-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
에이피티씨(주),89970,19-Dec,726.88,726.82,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,Dec-00,,,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,01-Dec,-4.3,,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,02-Dec,-5.96,,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,03-Dec,-4.07,,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,04-Dec,-8.4,,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,05-Dec,-12.45,,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,06-Dec,-122.71,,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,07-Dec,-91.5,-17.36,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,08-Dec,0.41,0.85,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,09-Dec,-0.14,2.26,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,10-Dec,0.21,1.67,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,11-Dec,-0.2,0.6,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,12-Dec,1.07,2.39,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,13-Dec,-0.96,2.47,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,14-Dec,0.3,5.56,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,15-Dec,5.74,8.87,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,16-Dec,-12.25,0.64,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,17-Dec,3.33,-4.12,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,18-Dec,1.84,0.88,,,,,,,,,,,,,,,,,,,,,
에코바이오홀딩스(주),38870,19-Dec,14.39,2.47,,,,,,,,,,,,,,,,,,,,,
에코캡(주),128540,18-Dec,,,,,,,,,,,,,,,,,,,,,,,
에코캡(주),128540,19-Dec,0.22,0.32,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,Dec-00,2.65,,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,01-Dec,0.43,,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,02-Dec,1.38,,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,03-Dec,3.07,,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,04-Dec,10.94,,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,05-Dec,208.81,,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,06-Dec,156.11,,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,07-Dec,31.46,,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,08-Dec,34.03,,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,09-Dec,354.42,,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,10-Dec,69.12,69.25,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,11-Dec,373.05,4.41,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,12-Dec,40.85,1.26,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,13-Dec,12.47,1.32,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,14-Dec,6.23,1.86,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,15-Dec,2.47,1.74,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,16-Dec,1.22,1.27,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,17-Dec,-0.15,-0.5,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,18-Dec,-1.56,-0.41,,,,,,,,,,,,,,,,,,,,,
에코플라스틱(주),38110,19-Dec,2.34,1.16,,,,,,,,,,,,,,,,,,,,,
에프엔에스테크(주),83500,07-Dec,,,,,,,,,,,,,,,,,,,,,,,
에프엔에스테크(주),83500,08-Dec,0.55,,,,,,,,,,,,,,,,,,,,,,
에프엔에스테크(주),83500,09-Dec,1.48,,,,,,,,,,,,,,,,,,,,,,
에프엔에스테크(주),83500,10-Dec,11.53,8.96,,,,,,,,,,,,,,,,,,,,,
에프엔에스테크(주),83500,11-Dec,9.63,13.75,,,,,,,,,,,,,,,,,,,,,
에프엔에스테크(주),83500,12-Dec,2.11,2.19,,,,,,,,,,,,,,,,,,,,,
에프엔에스테크(주),83500,13-Dec,1.18,1.06,,,,,,,,,,,,,,,,,,,,,
에프엔에스테크(주),83500,14-Dec,-4.81,-10.67,,,,,,,,,,,,,,,,,,,,,
에프엔에스테크(주),83500,15-Dec,7.42,,,,,,,,,,,,,,,,,,,,,,
에프엔에스테크(주),83500,16-Dec,22.93,,,,,,,,,,,,,,,,,,,,,,
에프엔에스테크(주),83500,17-Dec,-10.7,,,,,,,,,,,,,,,,,,,,,,
에프엔에스테크(주),83500,18-Dec,3.64,,,,,,,,,,,,,,,,,,,,,,
에프엔에스테크(주),83500,19-Dec,2.42,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,07-Dec,,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,08-Dec,232.64,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,09-Dec,64.59,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,10-Dec,14.54,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,11-Dec,179.41,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,12-Dec,-136.49,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,13-Dec,763.63,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,14-Dec,-1339.68,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,15-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,16-Dec,-107.34,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,17-Dec,-210.13,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,18-Dec,999999999,,,,,,,,,,,,,,,,,,,,,,
엑스큐어(주),70300,19-Dec,31.66,,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,Dec-00,3.16,,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,01-Dec,1.72,,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,02-Dec,4.87,,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,03-Dec,3.17,,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,04-Dec,-4.88,,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,05-Dec,-1.87,,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,06-Dec,1.86,,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,07-Dec,-3.16,,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,08-Dec,2.32,,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,09-Dec,1.38,,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,10-Dec,5.54,,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,11-Dec,6.08,3.47,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,12-Dec,7.07,7.88,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,13-Dec,8.13,13.72,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,14-Dec,-1.01,11.58,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,15-Dec,10.92,6.98,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,16-Dec,7.63,6.74,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,17-Dec,1.02,3.37,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,18-Dec,0.19,0.39,,,,,,,,,,,,,,,,,,,,,
엔브이에이치코리아(주),67570,19-Dec,1.04,1.94,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,06-Dec,,,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,07-Dec,32.72,,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,08-Dec,20.35,,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,09-Dec,12.97,,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,10-Dec,4.2,4.31,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,11-Dec,11.29,8.62,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,12-Dec,2.84,0.49,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,13-Dec,-12.74,-17.06,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,14-Dec,-4.17,-5.16,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,15-Dec,-2.7,-3,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,16-Dec,0.81,0,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,17-Dec,-3.11,-3.72,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,18-Dec,-3.78,-4.5,,,,,,,,,,,,,,,,,,,,,
엔시트론(주),101400,19-Dec,-2.43,-2.55,,,,,,,,,,,,,,,,,,,,,
엔에이치엔(주),181710,13-Dec,,,,,,,,,,,,,,,,,,,,,,,
엔에이치엔(주),181710,14-Dec,122.28,19.1,,,,,,,,,,,,,,,,,,,,,
엔에이치엔(주),181710,15-Dec,-74.33,-45.08,,,,,,,,,,,,,,,,,,,,,
엔에이치엔(주),181710,16-Dec,-3.27,13.21,,,,,,,,,,,,,,,,,,,,,
엔에이치엔(주),181710,17-Dec,816.26,117.61,,,,,,,,,,,,,,,,,,,,,
엔에이치엔(주),181710,18-Dec,71.68,53.4,,,,,,,,,,,,,,,,,,,,,
엔에이치엔(주),181710,19-Dec,37.94,16.49,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,Dec-00,,,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,01-Dec,8.83,,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,02-Dec,3.78,,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,03-Dec,2.37,,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,04-Dec,1.86,,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,05-Dec,-3.34,,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,06-Dec,-3.03,,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,07-Dec,3.94,,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,08-Dec,42.25,,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,09-Dec,2790.13,,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,10-Dec,54.96,67.33,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,11-Dec,140,130.72,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,12-Dec,107.33,102.41,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,13-Dec,2107.42,2025.36,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,14-Dec,332.97,259.44,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,15-Dec,999999999,665.11,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,16-Dec,16082.15,15224.04,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,17-Dec,328.99,199.34,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,18-Dec,64.59,59.5,,,,,,,,,,,,,,,,,,,,,
엔에이치엔한국사이버결제(주),60250,19-Dec,91.53,87.14,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,Dec-00,6.04,,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,01-Dec,10.74,,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,02-Dec,33.07,,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,03-Dec,13.72,,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,04-Dec,3.78,,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,05-Dec,2.92,,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,06-Dec,2.66,,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,07-Dec,2.72,,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,08-Dec,2.93,,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,09-Dec,5,1.38,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,10-Dec,5.2,5.25,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,11-Dec,4.93,4.96,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,12-Dec,3.87,4.28,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,13-Dec,4.37,4.43,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,14-Dec,5.33,5.01,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,15-Dec,10.1,9.66,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,16-Dec,7.26,7.11,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,17-Dec,8.96,8.4,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,18-Dec,10.17,7.96,,,,,,,,,,,,,,,,,,,,,
엔피씨(주),4250,19-Dec,14.43,10.99,,,,,,,,,,,,,,,,,,,,,
엘브이엠씨홀딩스(주),900140,09-Dec,,,,,,,,,,,,,,,,,,,,,,,
엘브이엠씨홀딩스(주),900140,10-Dec,999999999,69.72,,,,,,,,,,,,,,,,,,,,,
엘브이엠씨홀딩스(주),900140,11-Dec,999999999,66.04,,,,,,,,,,,,,,,,,,,,,
엘브이엠씨홀딩스(주),900140,12-Dec,,74.52,,,,,,,,,,,,,,,,,,,,,
엘브이엠씨홀딩스(주),900140,13-Dec,,7.46,,,,,,,,,,,,,,,,,,,,,
엘브이엠씨홀딩스(주),900140,14-Dec,,6.87,,,,,,,,,,,,,,,,,,,,,
엘브이엠씨홀딩스(주),900140,15-Dec,,7.72,,,,,,,,,,,,,,,,,,,,,
엘브이엠씨홀딩스(주),900140,16-Dec,,4.98,,,,,,,,,,,,,,,,,,,,,
엘브이엠씨홀딩스(주),900140,17-Dec,,3.23,,,,,,,,,,,,,,,,,,,,,
엘브이엠씨홀딩스(주),900140,18-Dec,,-0.88,,,,,,,,,,,,,,,,,,,,,
엘브이엠씨홀딩스(주),900140,19-Dec,,0.12,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,02-Dec,,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,03-Dec,-1.18,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,04-Dec,-2.61,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,05-Dec,-3.14,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,06-Dec,-4.34,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,07-Dec,-0.25,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,08-Dec,2.06,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,09-Dec,5.29,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,10-Dec,7.58,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,11-Dec,1.97,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,12-Dec,4.45,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,13-Dec,0.51,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,14-Dec,-0.35,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,15-Dec,2.28,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,16-Dec,4.28,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,17-Dec,3.04,,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,18-Dec,3,4.9,,,,,,,,,,,,,,,,,,,,,
엘비세미콘(주),61970,19-Dec,5.97,7.8,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,04-Dec,,,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,05-Dec,4.77,,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,06-Dec,3.52,,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,07-Dec,4.6,,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,08-Dec,7.41,,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,09-Dec,58.18,,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,10-Dec,21.98,,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,11-Dec,2.98,,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,12-Dec,3.14,,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,13-Dec,7.2,7.2,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,14-Dec,8.56,8.44,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,15-Dec,17.41,17.32,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,16-Dec,21.29,21.14,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,17-Dec,0.57,0.55,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,18-Dec,1.6,,,,,,,,,,,,,,,,,,,,,,
엘아이지넥스원(주),79550,19-Dec,1.04,1.04,,,,,,,,,,,,,,,,,,,,,
엘에스전선아시아(주),229640,15-Dec,,,,,,,,,,,,,,,,,,,,,,,
엘에스전선아시아(주),229640,16-Dec,999999999,10.65,,,,,,,,,,,,,,,,,,,,,
엘에스전선아시아(주),229640,17-Dec,45.21,7.63,,,,,,,,,,,,,,,,,,,,,
엘에스전선아시아(주),229640,18-Dec,21.68,4.08,,,,,,,,,,,,,,,,,,,,,
엘에스전선아시아(주),229640,19-Dec,22.07,5.37,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,Dec-00,23.75,,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,01-Dec,-4.44,,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,02-Dec,4.78,,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,03-Dec,14.13,,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,04-Dec,32.83,,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,05-Dec,4.59,,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,06-Dec,-5.93,,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,07-Dec,8.03,7.47,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,08-Dec,13.28,11.3,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,09-Dec,8.16,8.97,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,10-Dec,16.17,13.15,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,11-Dec,-7.82,-6.38,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,12-Dec,3.43,4.86,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,13-Dec,4.65,7.32,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,14-Dec,9.18,12.36,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,15-Dec,7.44,12.74,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,16-Dec,8.43,11.45,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,17-Dec,32.49,27.19,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,18-Dec,-13.47,1.15,,,,,,,,,,,,,,,,,,,,,
엘지디스플레이(주),34220,19-Dec,-13.23,-7.87,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,02-Dec,,,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,03-Dec,5.09,,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,04-Dec,6.29,,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,05-Dec,4.57,,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,06-Dec,3.57,,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,07-Dec,4.74,4.9,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,08-Dec,11.42,8.73,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,09-Dec,14.99,7.08,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,10-Dec,-7.75,0.76,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,11-Dec,-1.37,0.88,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,12-Dec,0.19,3.53,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,13-Dec,-0.94,3.11,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,14-Dec,1.34,4.35,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,15-Dec,-0.07,2.64,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,16-Dec,-1.28,3.2,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,17-Dec,3.38,6.72,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,18-Dec,2.02,6.52,,,,,,,,,,,,,,,,,,,,,
엘지전자(주),66570,19-Dec,0.67,5.98,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,Dec-00,2.4,,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,01-Dec,7.72,,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,02-Dec,13.1,,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,03-Dec,3.76,,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,04-Dec,9.3,,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,05-Dec,1.24,,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,06-Dec,1.2,,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,07-Dec,0.15,0.37,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,08-Dec,1.94,1.75,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,09-Dec,2.01,1.75,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,10-Dec,-2.42,-2.56,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,11-Dec,-1.55,-2.26,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,12-Dec,-2.54,-3.19,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,13-Dec,-1.67,-2.3,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,14-Dec,1.32,1.14,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,15-Dec,14.43,7.68,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,16-Dec,54.18,24.81,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,17-Dec,56661.41,48.87,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,18-Dec,236.26,10.15,,,,,,,,,,,,,,,,,,,,,
엘컴텍(주),37950,19-Dec,125.07,21.79,,,,,,,,,,,,,,,,,,,,,
엘티씨(주),170920,10-Dec,,,,,,,,,,,,,,,,,,,,,,,
