,회사명,거래소코드,회계년도,이자보상배율
283,(주)대창,12800,13-Dec,0.06
284,(주)대창,12800,14-Dec,0.88
285,(주)대창,12800,15-Dec,-1.99
286,(주)대창,12800,16-Dec,2.25
287,(주)대창,12800,17-Dec,3.03
288,(주)대창,12800,18-Dec,1.38
289,(주)대창,12800,19-Dec,1.4
290,(주)대창솔루션,96350,11-Dec,2.11
291,(주)대창솔루션,96350,12-Dec,0.62
292,(주)대창솔루션,96350,13-Dec,-1.23
293,(주)대창솔루션,96350,14-Dec,-2.46
294,(주)대창솔루션,96350,15-Dec,-0.05
295,(주)대창솔루션,96350,16-Dec,-2.1
296,(주)대창솔루션,96350,17-Dec,-2.64
297,(주)대창솔루션,96350,18-Dec,-2.2
298,(주)대창솔루션,96350,19-Dec,0.26
299,(주)대한항공,3490,11-Dec,0.81
300,(주)대한항공,3490,12-Dec,0.55
301,(주)대한항공,3490,13-Dec,-0.04
302,(주)대한항공,3490,14-Dec,0.86
303,(주)대한항공,3490,15-Dec,2.38
304,(주)대한항공,3490,16-Dec,2.76
305,(주)대한항공,3490,17-Dec,2.05
306,(주)대한항공,3490,18-Dec,1.14
307,(주)대한항공,3490,19-Dec,0.42
308,(주)대호에이엘,69460,11-Dec,2.82
309,(주)대호에이엘,69460,12-Dec,0.82
310,(주)대호에이엘,69460,13-Dec,0.34
311,(주)대호에이엘,69460,14-Dec,-0.46
312,(주)대호에이엘,69460,15-Dec,1.24
313,(주)대호에이엘,69460,16-Dec,-0.05
314,(주)대호에이엘,69460,17-Dec,0.83
315,(주)대호에이엘,69460,18-Dec,0.9
316,(주)대호에이엘,69460,19-Dec,-0.46
317,(주)더 미동,161570,13-Dec,449.88
318,(주)더 미동,161570,14-Dec,92.13
319,(주)더 미동,161570,15-Dec,40.46
320,(주)더 미동,161570,16-Dec,-4728.83
321,(주)더 미동,161570,17-Dec,-171.6
322,(주)더 미동,161570,18-Dec,-23.55
323,(주)더 미동,161570,19-Dec,-22.62
324,(주)더블유아이,73570,11-Dec,0.05
325,(주)더블유아이,73570,12-Dec,-4.74
326,(주)더블유아이,73570,13-Dec,-1.94
327,(주)더블유아이,73570,14-Dec,-0.44
328,(주)더블유아이,73570,15-Dec,0.18
329,(주)더블유아이,73570,16-Dec,-4.46
330,(주)더블유아이,73570,17-Dec,-4.07
331,(주)더블유아이,73570,18-Dec,-4.63
332,(주)더블유아이,73570,19-Dec,0.81
333,(주)덴티스,261200,17-Dec,-2.33
334,(주)덴티스,261200,18-Dec,-1.55
335,(주)덴티스,261200,19-Dec,-3.08
336,(주)동방선기,99410,11-Dec,2.0
337,(주)동방선기,99410,12-Dec,-1.33
338,(주)동방선기,99410,13-Dec,-3.39
339,(주)동방선기,99410,14-Dec,-0.86
340,(주)동방선기,99410,15-Dec,0.86
341,(주)동방선기,99410,16-Dec,2.64
342,(주)동방선기,99410,17-Dec,11111111.11
343,(주)동방선기,99410,18-Dec,-4741.58
344,(주)동방선기,99410,19-Dec,-160.58
345,(주)동양,1520,11-Dec,-0.13
346,(주)동양,1520,12-Dec,0.34
347,(주)동양,1520,13-Dec,-0.12
348,(주)동양,1520,14-Dec,0.48
349,(주)동양,1520,15-Dec,2.07
350,(주)동양,1520,16-Dec,20.89
351,(주)동양,1520,17-Dec,16.77
352,(주)동양,1520,18-Dec,2.17
353,(주)동양,1520,19-Dec,-21.49
354,(주)듀오백,73190,11-Dec,10.84
355,(주)듀오백,73190,12-Dec,-13.05
356,(주)듀오백,73190,13-Dec,2.85
357,(주)듀오백,73190,14-Dec,-63.35
358,(주)듀오백,73190,15-Dec,-123.36
359,(주)듀오백,73190,16-Dec,-157.57
360,(주)듀오백,73190,17-Dec,108.72
361,(주)듀오백,73190,18-Dec,11111111.11
362,(주)듀오백,73190,19-Dec,-119.78
363,(주)드림어스컴퍼니,60570,11-Dec,-30.53
364,(주)드림어스컴퍼니,60570,12-Dec,-19.73
365,(주)드림어스컴퍼니,60570,13-Dec,-44.51
366,(주)드림어스컴퍼니,60570,14-Dec,11.17
367,(주)드림어스컴퍼니,60570,15-Dec,0.83
368,(주)드림어스컴퍼니,60570,16-Dec,-24.34
369,(주)드림어스컴퍼니,60570,17-Dec,-19.57
370,(주)드림어스컴퍼니,60570,18-Dec,-7.4
371,(주)드림어스컴퍼니,60570,19-Dec,-50.17
372,(주)디에스앤엘,141020,13-Dec,-20.8
373,(주)디에스앤엘,141020,14-Dec,-16.91
374,(주)디에스앤엘,141020,15-Dec,-10.88
375,(주)디에스앤엘,141020,16-Dec,-1.3
376,(주)디에스앤엘,141020,17-Dec,2.16
377,(주)디에스앤엘,141020,18-Dec,-2.45
378,(주)디에스앤엘,141020,19-Dec,-2.26
379,(주)디엔에이링크,127120,11-Dec,3.27
380,(주)디엔에이링크,127120,12-Dec,1.06
381,(주)디엔에이링크,127120,13-Dec,-9.3
382,(주)디엔에이링크,127120,14-Dec,-6.19
383,(주)디엔에이링크,127120,15-Dec,-7.65
384,(주)디엔에이링크,127120,16-Dec,-4.18
385,(주)디엔에이링크,127120,17-Dec,0.76
386,(주)디엔에이링크,127120,18-Dec,-3.16
387,(주)디엔에이링크,127120,19-Dec,-6.69
388,(주)디엠에스,68790,11-Dec,0.83
389,(주)디엠에스,68790,12-Dec,-1.23
390,(주)디엠에스,68790,13-Dec,-0.23
391,(주)디엠에스,68790,14-Dec,-1.19
392,(주)디엠에스,68790,15-Dec,2.91
393,(주)디엠에스,68790,16-Dec,9.47
394,(주)디엠에스,68790,17-Dec,5.62
395,(주)디엠에스,68790,18-Dec,8.52
396,(주)디엠에스,68790,19-Dec,7.21
397,(주)디지아이,43360,11-Dec,-4.28
398,(주)디지아이,43360,12-Dec,0.23
399,(주)디지아이,43360,13-Dec,-26.1
400,(주)디지아이,43360,14-Dec,0.49
401,(주)디지아이,43360,15-Dec,-52.55
402,(주)디지아이,43360,16-Dec,-92.94
403,(주)디지아이,43360,17-Dec,32.97
404,(주)디지아이,43360,18-Dec,-86.85
405,(주)디지아이,43360,19-Dec,-188.41
406,(주)룽투코리아,60240,11-Dec,-18.61
407,(주)룽투코리아,60240,12-Dec,3.67
408,(주)룽투코리아,60240,13-Dec,-5.79
409,(주)룽투코리아,60240,14-Dec,-9.97
410,(주)룽투코리아,60240,15-Dec,-9.38
411,(주)룽투코리아,60240,16-Dec,2.15
412,(주)룽투코리아,60240,17-Dec,-0.04
413,(주)룽투코리아,60240,18-Dec,4.55
414,(주)룽투코리아,60240,19-Dec,-11.55
415,(주)마니커,27740,11-Dec,0.58
416,(주)마니커,27740,12-Dec,-1.31
417,(주)마니커,27740,13-Dec,-0.02
418,(주)마니커,27740,14-Dec,-0.91
419,(주)마니커,27740,15-Dec,-1.44
420,(주)마니커,27740,16-Dec,-0.62
421,(주)마니커,27740,17-Dec,1.21
422,(주)마니커,27740,18-Dec,0.09
423,(주)마니커,27740,19-Dec,-4.45
424,(주)매직마이크로,127160,15-Dec,-1.22
425,(주)매직마이크로,127160,16-Dec,-4.36
426,(주)매직마이크로,127160,17-Dec,-1.99
427,(주)매직마이크로,127160,18-Dec,0.12
428,(주)매직마이크로,127160,19-Dec,-1.82
429,(주)메지온,140410,12-Dec,11111111.11
430,(주)메지온,140410,13-Dec,11111111.11
431,(주)메지온,140410,14-Dec,11111111.11
432,(주)메지온,140410,15-Dec,-1.9
433,(주)메지온,140410,16-Dec,-1.96
434,(주)메지온,140410,17-Dec,-6.08
435,(주)메지온,140410,18-Dec,-40.01
436,(주)메지온,140410,19-Dec,-77.58
437,(주)메타랩스,90370,11-Dec,1.44
438,(주)메타랩스,90370,12-Dec,-1.83
439,(주)메타랩스,90370,13-Dec,0.92
440,(주)메타랩스,90370,14-Dec,0.68
441,(주)메타랩스,90370,15-Dec,-7.42
442,(주)메타랩스,90370,16-Dec,-6.86
443,(주)메타랩스,90370,17-Dec,-5.53
444,(주)메타랩스,90370,18-Dec,-4.89
445,(주)메타랩스,90370,19-Dec,-0.56
446,(주)멕아이씨에스,58110,15-Dec,-0.74
447,(주)멕아이씨에스,58110,16-Dec,-3.55
448,(주)멕아이씨에스,58110,17-Dec,-1.78
449,(주)멕아이씨에스,58110,18-Dec,-1.94
450,(주)멕아이씨에스,58110,19-Dec,-0.16
451,(주)멜파스,96640,11-Dec,37.14
452,(주)멜파스,96640,12-Dec,13.41
453,(주)멜파스,96640,13-Dec,0.88
454,(주)멜파스,96640,14-Dec,-6.56
455,(주)멜파스,96640,15-Dec,-4.57
456,(주)멜파스,96640,16-Dec,0.48
457,(주)멜파스,96640,17-Dec,-16.5
458,(주)멜파스,96640,18-Dec,-5.44
459,(주)멜파스,96640,19-Dec,0.99
460,(주)모아텍,33200,11-Dec,13.79
461,(주)모아텍,33200,12-Dec,-3.57
462,(주)모아텍,33200,13-Dec,-24.64
463,(주)모아텍,33200,14-Dec,-26.09
464,(주)모아텍,33200,15-Dec,-15.49
465,(주)모아텍,33200,16-Dec,-0.57
466,(주)모아텍,33200,18-Mar,11111111.11
467,(주)모아텍,33200,19-Mar,11111111.11
468,(주)미래아이앤지,7120,11-Dec,3.14
469,(주)미래아이앤지,7120,12-Dec,2.68
470,(주)미래아이앤지,7120,13-Dec,-4.61
471,(주)미래아이앤지,7120,14-Dec,-8.49
472,(주)미래아이앤지,7120,15-Dec,-3.16
473,(주)미래아이앤지,7120,16-Dec,-137.98
474,(주)미래아이앤지,7120,17-Dec,-294.32
475,(주)미래아이앤지,7120,18-Dec,-803.8
476,(주)미래아이앤지,7120,19-Dec,6.84
477,(주)바른손,18700,11-Mar,-1.35
478,(주)바른손,18700,12-Mar,-8.54
479,(주)바른손,18700,13-Mar,-8.53
480,(주)바른손,18700,14-Mar,-4.95
481,(주)바른손,18700,15-Mar,-14.69
482,(주)바른손,18700,16-Mar,-5.64
483,(주)바른손,18700,17-Mar,-12.43
484,(주)바른손,18700,18-Mar,-19.33
485,(주)바른손,18700,19-Mar,-24.08
486,(주)바른손이앤에이,35620,11-Dec,7.6
487,(주)바른손이앤에이,35620,12-Dec,-3.84
488,(주)바른손이앤에이,35620,13-Dec,-24.82
489,(주)바른손이앤에이,35620,14-Dec,-9.87
490,(주)바른손이앤에이,35620,15-Dec,8.01
491,(주)바른손이앤에이,35620,16-Dec,10.8
492,(주)바른손이앤에이,35620,17-Dec,-0.32
493,(주)바른손이앤에이,35620,18-Dec,-14.64
494,(주)바른손이앤에이,35620,19-Dec,-11.05
495,(주)바이오니아,64550,11-Dec,-3.43
496,(주)바이오니아,64550,12-Dec,-2.45
497,(주)바이오니아,64550,13-Dec,-1.5
498,(주)바이오니아,64550,14-Dec,-3.26
499,(주)바이오니아,64550,15-Dec,-1.6
500,(주)바이오니아,64550,16-Dec,-6.55
501,(주)바이오니아,64550,17-Dec,-5.88
502,(주)바이오니아,64550,18-Dec,-15.68
503,(주)바이오니아,64550,19-Dec,-9.11
504,(주)바이오톡스텍,86040,11-Dec,7.02
505,(주)바이오톡스텍,86040,12-Dec,0.47
506,(주)바이오톡스텍,86040,13-Dec,-4.06
507,(주)바이오톡스텍,86040,14-Dec,-8.78
508,(주)바이오톡스텍,86040,15-Dec,-7.32
509,(주)바이오톡스텍,86040,16-Dec,4.52
510,(주)바이오톡스텍,86040,17-Dec,4.47
511,(주)바이오톡스텍,86040,18-Dec,2.91
512,(주)바이오톡스텍,86040,19-Dec,-0.23
513,(주)백금티앤에이,46310,11-Dec,0.32
514,(주)백금티앤에이,46310,12-Dec,1.42
515,(주)백금티앤에이,46310,13-Dec,-2.64
516,(주)백금티앤에이,46310,14-Dec,0.39
517,(주)백금티앤에이,46310,15-Dec,0.74
518,(주)백금티앤에이,46310,16-Dec,-2.03
519,(주)백금티앤에이,46310,17-Dec,4.84
520,(주)백금티앤에이,46310,18-Dec,5.16
521,(주)백금티앤에이,46310,19-Dec,15.99
522,(주)베노홀딩스,206400,14-Dec,-2043.63
523,(주)베노홀딩스,206400,15-Dec,8.06
